uid,stance,set,distilbert-base-uncased_if,distilbert-base-uncased_as,distilbert-base-uncased_and,distilbert-base-uncased_but,distilbert-base-uncased_when,distilbert-base-uncased_then,bert-base-uncased_if,bert-base-uncased_and,bert-base-uncased_as,bert-base-uncased_when,bert-base-uncased_but,bert-base-uncased_then,bert-large-uncased_as,bert-large-uncased_if,bert-large-uncased_and,bert-large-uncased_when,bert-large-uncased_but,bert-large-uncased_then,roberta-base_as,roberta-base_if,roberta-base_but,roberta-base_and,roberta-base_when,roberta-base_then,xlm-roberta-base_when,xlm-roberta-base_as,xlm-roberta-base_and,xlm-roberta-base_if,xlm-roberta-base_but,xlm-roberta-base_then,roberta-large_as,roberta-large_if,roberta-large_when,roberta-large_and,roberta-large_but,roberta-large_then,xlm-roberta-large_when,xlm-roberta-large_as,xlm-roberta-large_and,xlm-roberta-large_if,xlm-roberta-large_but,xlm-roberta-large_then
10,0,test,0.3249217271804809,0.0750847533345222,0.0101760756224393,0.0176818259060382,0.0270709116011858,5.110999700264074e-05,0.0465145297348499,0.0195072889328002,0.0402456820011138,0.0050910082645714,0.0028901724144816,9.306761057814583e-06,0.0381468534469604,0.0121468435972929,0.0106119057163596,0.0020299663301557,0.003246430074796,3.0008695830474608e-06,5.264229912427254e-06,1.3808727089781314e-05,1.0298759889337816e-06,1.0917290637735276e-05,4.091611117473804e-06,6.781395445187852e-10,0.0074270707555115,6.327523351501441e-06,3.435298640397377e-05,7.051918601064244e-06,5.678406523657031e-06,1.1507807329280697e-07,3.476948040770367e-05,4.65813542405158e-07,2.024868990702089e-06,2.0994841179344803e-05,3.9365932025248185e-05,1.904414403952614e-09,0.0027817017398774,4.17289265897125e-06,1.310502557316795e-05,3.5747811466535495e-07,3.3898340916493908e-06,4.575333001355375e-09
11,0,test,0.0055835214443504,0.0417379029095172,0.0202631875872612,0.0051008537411689,0.0060485992580652,3.1142659281613305e-05,0.0037215908523648,0.0155839277431368,0.039585743099451,0.0018278243951499,0.0041014989838004,2.180220326408744e-05,0.1491013765335083,0.0020737012382596,0.0065673273056745,0.0018399045802652,0.001065116142854,5.1601177801785525e-06,1.6572529375480372e-06,1.233857460647414e-07,1.9631438590295147e-06,1.1591611155381545e-06,2.913253922542936e-07,1.5653136564708348e-09,0.0019367143977433,1.66181107488228e-05,1.0696519893826917e-05,5.007430559089698e-07,7.220195925583539e-07,4.870818770541519e-08,6.167530500533758e-06,1.985448108143828e-07,2.4191572833842656e-07,2.5210795229213545e-06,2.843806328201026e-07,1.1330265614617472e-09,0.0013953828020021,3.800714694079943e-06,2.003745066758711e-06,1.2257196146947538e-07,2.483191394730966e-07,2.235139628936622e-09
12,0,test,0.0134092923253774,0.0557655356824398,0.0353952497243881,0.1331875920295715,0.0020588471088558,2.609484909044113e-05,0.0027194337453693,0.024168686941266,0.0579235069453716,0.0010215665679425,0.0319994427263736,7.157414984249044e-06,0.1285929828882217,0.0736063867807388,0.0130923008546233,0.0096396459266543,0.0069154608063399,2.0831503206864e-06,9.06333571037976e-06,4.646904017135968e-07,9.065587801160292e-05,2.0216970369801857e-05,7.218881819426315e-06,1.003847449609907e-09,0.0049325935542583,2.0835126633755863e-05,2.768684316833969e-05,1.4931081295799231e-06,1.6709975170670077e-05,3.0599185407709235e-08,1.3841707186657004e-05,9.10138950871442e-08,1.1228652283534757e-06,1.0142853170691524e-05,8.721704944036901e-05,6.793748896782859e-10,0.0035526426509022,2.298748086104752e-06,8.080545512711979e-07,2.081892489513848e-07,7.72826695083495e-07,1.6057680740644287e-09
13,0,test,0.0501132011413574,0.0381180047988891,0.014335329644382,0.003528855741024,0.0092012919485569,7.959648428368382e-06,0.0013846158981323,0.0279039107263088,0.025019034743309,0.0006876666448079,0.0026815691962838,5.221789251663722e-06,0.0437816381454467,0.0005181010346859,0.0173669029027223,0.0004477759357541,0.0006608374533243,2.577055965957697e-06,2.67863924818812e-06,9.916444554392001e-08,1.9596539004851365e-06,3.3222424917767057e-06,4.3563460394580034e-07,2.0123234190094763e-09,0.001435182755813,2.1817217202624303e-05,3.995936276623979e-05,3.4319077713007573e-07,5.508853973879013e-06,1.196313945683869e-07,2.551093348301947e-05,1.8459404316217842e-07,1.9024175799131624e-06,3.414417005842552e-05,2.380574642302236e-06,9.083914065399767e-09,0.0010224625002592,1.6103803091027658e-06,3.805662117883912e-06,4.339141312925676e-08,2.1134151495516562e-07,1.244754854745622e-09
14,0,test,0.0766528397798538,0.0287057515233755,0.0109606208279728,0.0020679892040789,0.0197373032569885,1.6623556803097017e-05,0.0277577619999647,0.0036296439357101,0.0653420984745025,0.0159169565886259,0.0004515340551733,4.555978648568271e-06,0.0299691688269376,0.0074643995612859,0.0006287764990702,0.0067425458692014,0.0001750865776557,4.999969860364217e-07,7.402726623695344e-06,9.531913747196086e-06,1.2894544170194422e-06,8.386327863263432e-07,3.192772737747873e-06,4.819276533396533e-09,0.0055107558146119,3.606436439440586e-05,1.1477719453978352e-05,1.4171191651257686e-06,6.945249424461508e-06,6.357601733952833e-08,4.0748614992480725e-05,8.751835594011936e-06,2.18882596527692e-05,3.210668728570454e-05,3.393367660464719e-05,3.447378915666377e-08,0.0351698324084281,9.013896487886086e-06,4.154916496190708e-06,9.377117748954332e-06,2.9791765427944483e-06,1.619519984785711e-08
15,0,test,0.0015326994471251,0.0098125655204057,0.0043032788671553,0.0045544933527708,0.00036067282781,1.4358222415467026e-06,0.0003037806018255,0.0018610708648338,0.0063096657395362,0.0004413535352796,0.000842917303089,1.6364353996323189e-06,0.1146462261676788,0.0048969467170536,0.0047728046774864,0.0025512410793453,0.000966215680819,1.8167746702602017e-06,2.0091169062652625e-05,1.242911054077922e-07,2.153130708393292e-06,5.937035439274041e-06,7.07686183432088e-07,3.1280364409802525e-10,0.0046497667208313,3.2637999538565055e-05,3.101854963460937e-05,1.682291213001008e-06,5.26346366314101e-06,8.42797334144052e-08,1.831044937716797e-05,1.149984882431454e-06,4.737044491776032e-06,3.390325582586229e-05,5.995568699290743e-06,5.491015642178354e-09,0.0126498332247138,2.238547494926024e-06,2.46160379901994e-06,4.438213920820999e-07,3.744785885828605e-07,3.49855899806073e-09
16,1,test,0.0078234830871224,0.0161709580570459,0.0209020413458347,0.0032417410984635,0.0047007487155497,1.16627797979163e-05,8.269989484688267e-05,0.0042138630524277,0.0018631120910868,0.0001166638103313,8.948831964517012e-05,1.1045960945921252e-06,0.010954481549561,0.0002902505802921,0.0165241230279207,0.0004282292502466,0.0004237050889059,1.583214270794997e-06,2.277445128129329e-05,3.634641387861848e-08,5.030757165513933e-06,2.951668830064591e-05,1.6974060201846441e-07,1.103627078613556e-09,0.0010783305624499,0.0001039503185893,0.0002578139537945,2.79060986940749e-06,2.780473914754112e-05,1.4095642200118164e-06,5.1204671763116494e-05,3.0200773437627504e-08,7.498642844439019e-07,7.955915498314425e-05,3.4221209261886543e-06,1.7671212049208407e-08,0.0051523516885936,1.7805352399591357e-05,1.875125599326566e-05,9.57113684307842e-07,8.458719662485237e-07,7.345611408027254e-08
17,1,test,0.091522641479969,0.0167347248643636,0.0043394113890826,0.0026373879518359,0.0501239709556102,2.827938260452356e-05,0.0010349028743803,0.0029035198967903,0.0016095008468255,0.0017926527652889,0.0001918623747769,2.195619572376017e-06,0.0189819708466529,0.0005196391721256,0.0071439389139413,0.0020697226282209,0.0005211131065152,2.120849558195914e-06,3.281949466327205e-05,2.0505035536189098e-07,1.125179437622137e-06,1.436036836821586e-05,1.1265236707913573e-06,1.4069805320815472e-09,0.0091763883829116,0.0002152275555999,0.0003652857267297,2.879896419472061e-05,5.616623820969835e-05,3.465782128841965e-06,4.256662214174867e-05,5.1399792937445454e-06,7.275792540895054e-06,1.251431240234524e-05,1.231521537192748e-06,1.0993344012888429e-08,0.0134114073589444,0.0008376328623853,0.0008266244549304,5.572517693508416e-05,2.600026709842496e-05,6.194361503730761e-06
18,1,test,0.0437442436814308,0.0261714477092027,0.0165097285062074,0.0059675760567188,0.006183655001223,4.854309372603893e-05,0.0043752174824476,0.0144530488178133,0.2011689394712448,0.0016818523872643,0.0031899791210889,1.8890557839768007e-05,0.1390679776668548,0.0037323075812309,0.0014629606157541,0.0008378800121136,0.0002621154708322,8.031892662074824e-07,7.254139291035244e-06,1.452449538419387e-07,1.1683120959560257e-07,3.228466027849209e-07,2.316791558598652e-08,1.4679070459155952e-10,0.0006646421388722,5.679802416125312e-05,6.207914793776581e-06,3.572568232357298e-07,1.91643607649894e-06,5.6004672899234726e-08,2.218659756181296e-05,2.727579726524709e-07,2.9352545993788226e-07,3.3325961794616887e-06,2.596427464141016e-07,8.273984830609036e-10,0.000383740698453,9.894523827824742e-06,1.290202931159001e-06,5.07560891094272e-08,8.452578015294422e-08,4.9426960302412234e-09
19,0,test,0.0169898774474859,0.0116933984681963,0.0014455333584919,0.0012833955697715,0.0034195873886346,1.8634244725035387e-06,0.0234706494957208,0.0031120211351662,0.0754764378070831,0.0324156992137432,0.0021134666167199,4.331569016358117e-06,0.2221437990665435,0.0058292136527597,0.0064017786644399,0.0044200820848345,0.0007814108976162,2.7386590772948693e-06,1.959045584953856e-05,3.3289877592324046e-06,1.5242771951307077e-06,3.404499011594453e-06,2.234135081380373e-06,2.0870412953399864e-08,0.0034327905159443,3.70609704987146e-05,4.665806045522913e-06,2.0401523670443567e-06,1.939788489835337e-06,2.309844759906809e-08,2.42882324528182e-05,6.041389042366063e-07,1.8860852151192367e-06,7.190688393166056e-06,2.174666860810248e-06,8.029311437951492e-09,0.0100936805829405,4.0203926801041234e-06,3.1367276278615464e-06,7.605098062413163e-07,2.991351493619732e-06,1.0191576471640929e-08
20,1,test,0.0088150827214121,0.0066573563963174,0.016551025211811,0.0032854115124791,0.0038762716576457,1.755123412294779e-05,0.0004131477035116,0.0027134388219565,0.0060958764515817,0.0005836084601469,0.0004033878503832,2.464397994117462e-06,0.0228109844028949,0.0001695575774647,0.0004428325046319,0.0001762783504091,3.125958755845204e-05,1.426439695251247e-07,1.2187206266389694e-05,5.085989869257901e-07,5.9566779953001976e-08,3.525247507241147e-07,5.5439063118001286e-08,7.683929187374261e-11,0.0016739667626097,8.539058035239577e-05,1.1381795047782362e-05,8.447231607533467e-07,1.3615203897643369e-06,4.1798148942007174e-08,1.1486489711387549e-05,5.017919875172083e-07,4.502909689563239e-07,5.326816108208732e-07,5.2681688345046496e-08,2.393929221522484e-10,0.00215446180664,9.158470675174613e-06,1.4857040468996274e-06,4.4109572172601474e-07,9.410763368578048e-08,4.102842954267771e-09
21,1,test,0.0290929656475782,0.0174596812576055,0.0115850139409303,0.003661525202915,0.0090350834652781,1.3344744729693048e-05,0.006526340264827,0.0097277713939547,0.0224140342324972,0.0023957807570695,0.0006460426957346,2.81962206827302e-06,0.0611966401338577,0.0011916139628738,0.0043672434985637,0.0011607512133195,0.0002410159358987,3.139603848012485e-07,3.1226070859702304e-05,4.9115080003048206e-08,2.695716716516472e-07,1.535554929432692e-06,5.253803792015788e-08,1.7423004011751786e-11,0.004510948434472,2.6393528969492763e-05,6.196381582412869e-05,2.0511974980763625e-06,5.894901278225007e-06,1.4125106417850477e-07,2.4358636437682435e-05,1.221170293774776e-07,3.01471033026246e-07,1.4251141919885413e-06,6.804488350553585e-08,2.0716588167157823e-10,0.0027091223746538,1.3742458577326032e-05,3.77080596081214e-06,2.004822050594157e-07,6.378336081525049e-08,2.42174689191188e-08
22,1,test,0.1696667671203613,0.0151195088401436,0.0035009563434869,0.0054632709361612,0.0322337932884693,1.816111034713685e-05,0.0001403320784447,0.0018168028909713,0.0009011663496494,0.0006746116559952,0.0001008874896797,3.304174015283934e-06,0.0315768495202064,0.0005407089483924,0.0049279136583209,0.0050959880463778,0.000390089204302,4.211529358144617e-06,1.3383889836404703e-06,1.44033220905726e-08,1.281395896057802e-07,2.83843661463834e-07,1.896097074904901e-07,6.027875421033002e-11,0.0006532705156132,2.966764623124618e-05,2.676753865671344e-05,1.7357601791445632e-06,8.480748874717392e-06,5.96902111738018e-07,3.330399295009556e-06,8.904547144084064e-08,3.965186863297277e-07,7.455401487277413e-07,9.397437139568865e-08,6.320986511987312e-10,0.0002392336173215,3.035602640011348e-05,3.564690996427089e-05,9.532323019811884e-07,1.1265849479968892e-06,1.0146906248564846e-07
23,0,test,0.0335197374224662,0.0959363877773284,0.0116735761985182,0.0174313373863697,0.002042505191639,1.474902092013508e-05,0.0073884134180843,0.0467697046697139,0.2861930429935455,0.0040008444339036,0.0107941702008247,3.785274020629004e-05,0.2132440656423568,0.0467805564403533,0.0353867895901203,0.0033614095300436,0.0114848483353853,1.25383003251045e-05,9.926940037985332e-06,1.5562636690447107e-06,4.5994975153007545e-06,1.1581554645090364e-05,1.4670164318886236e-06,2.026749212902245e-09,0.002953722840175,2.101527752529364e-05,5.771333599113859e-05,4.909456947643776e-06,1.1600426660152152e-05,1.969116141253835e-07,2.4381946786888875e-05,7.60878265282372e-07,7.462269877578365e-07,1.348184741800651e-05,1.6759559002821334e-05,1.457081899580714e-09,0.0093431482091546,4.305165930418298e-06,2.667281478352379e-06,8.933864705795713e-07,8.15034127299441e-07,1.917082492752797e-09
24,0,test,0.2102693021297454,0.0133791053667664,0.0092147160321474,0.002178038470447,0.0242408271878957,7.600593380630016e-05,0.3355514705181122,0.0446214824914932,0.0454077534377574,0.0613943971693515,0.0038235683459788,0.0001242146245203,0.1061945781111717,0.0022422936744987,0.0006038171704858,0.0012783101992681,0.0002269458636874,8.284109185296984e-07,8.32165915198857e-06,3.920386916433927e-06,1.339319908311154e-07,3.004739994594275e-07,1.871512722573243e-07,1.4228473954602803e-09,0.0072585330344736,3.094593921559863e-05,4.229161277180538e-06,1.2861069080827292e-06,1.0763466207208694e-06,4.9036064098118004e-08,6.991664849920198e-05,2.274020062031923e-06,1.2828122635255568e-06,4.88569776280201e-06,2.289697022206383e-06,7.066406570999106e-09,0.0064873998053371,2.246889198431745e-05,2.837690090018441e-06,2.379895249760011e-06,1.5642960988770938e-06,4.465058012215195e-08
25,0,test,0.0046636112965643,0.01077092718333,0.0108898924663662,0.0042554261162877,0.0024141981266438,9.592316018824931e-06,0.000362913677236,0.0103634186089038,0.0050027025863528,0.0003920230374205,0.0005099533009342,3.086132664975594e-06,0.0668278858065605,0.0001070117141352,0.0024237441830337,0.0001030543717206,0.000101041077869,2.5698855665723386e-07,5.975621206744108e-06,2.372400587091761e-07,2.02190051368234e-07,1.165366256827838e-07,6.217550918563576e-08,1.5642022399564579e-10,0.0018513717222958,1.4219441254681442e-05,2.536775718908757e-05,1.493262516305549e-06,1.127991436078446e-05,4.437153506842151e-07,1.191823866975028e-05,4.000354749678081e-07,7.224858791232691e-07,2.188271764680394e-06,4.06121489504585e-06,2.003148757978579e-09,0.004631623160094,6.0908860177733e-06,1.5800114852027036e-06,4.228537591188797e-07,2.4854972480170545e-07,5.1436686021588685e-09
26,0,test,0.0300730671733617,0.014611224643886,0.0070149428211152,0.0035736819263547,0.0151213565841317,8.863671610015444e-06,0.0266456417739391,0.0084536327049136,0.0401685796678066,0.0085289748385548,0.0025909889955073,8.813600288704038e-06,0.0765375867486,0.2586651444435119,0.0045624747872352,0.0049766758456826,0.0007004700019024,1.1376344446034636e-05,8.035623068280984e-06,3.903363449353492e-06,7.737073559610509e-08,5.212173164181877e-07,3.729735453816829e-07,1.6107878364479687e-09,0.0098246447741985,5.328089537215419e-05,1.1646670827758498e-05,4.459414412849583e-06,2.361133283557137e-06,1.0969733921228909e-07,1.4658653526566924e-05,2.908777105403715e-06,2.45762544182071e-06,2.9421555609587813e-06,7.542718094555312e-07,1.928501580650277e-09,0.015503104776144,4.512479790719226e-06,1.8971805957335164e-06,1.592262719896098e-06,3.838597137928446e-07,5.064518138198082e-09
27,0,test,0.0200406275689601,0.0417346060276031,0.033079907298088,0.0140855442732572,0.0039766551926732,7.333202665904537e-05,0.0005101367714814,0.0108158243820071,0.0143247051164507,0.0002159381547244,0.0022268709726631,1.609604623808991e-05,0.0067948936484754,6.26235269010067e-05,0.0004352173127699,2.310495074198116e-05,0.0012200932251289,3.525337433529785e-06,3.390195342944935e-05,1.216906753143121e-07,7.94434981798986e-06,6.162009867693996e-06,3.1711880410512094e-07,7.508739408024212e-09,0.0003715090861078,1.3497417967300862e-05,1.392496869812021e-05,3.3819270583990146e-07,2.886004494939698e-06,4.3222351564509154e-07,0.0001094447070499,1.2041886066072038e-07,4.441656642484304e-07,1.0215381735179108e-05,4.264354174665641e-06,1.573087260453576e-08,0.0010606354335322,1.6216108633670956e-05,1.755594894348178e-05,1.31652470258814e-07,3.528503839334008e-06,7.078613606381623e-08
28,0,test,0.0091566191986203,0.0054759900085628,0.0032115241046994,0.0012056356063112,0.0080599458888173,1.2747895198117476e-05,0.0034395840484648,0.0090322317555546,0.0059239850379526,0.0028126223478466,0.0036535474937409,2.106268220813945e-05,0.016648281365633,0.0001542109530419,0.0032160114496946,0.000169543098309,0.0003317373921163,5.421424020823906e-07,2.677662962469185e-07,5.4694769602292594e-08,5.388297267927555e-06,3.599811407184461e-06,8.856814304181172e-08,1.2253617676094564e-08,0.001091178972274,6.1547862060251646e-06,6.822274735895917e-05,9.062168260243196e-07,6.709511126246071e-06,1.0943448103262203e-07,3.755858870135853e-06,1.2024926832054916e-07,1.5310580465666137e-06,1.2389577932481188e-05,8.113761396089103e-06,1.1783394882058928e-07,0.0027415661606937,4.589098807628034e-06,2.654276431712788e-05,2.417103246443731e-07,6.638089871557895e-06,3.534737302857138e-08
