uid,stance,set,distilbert-base-uncased_but,bert-base-uncased_but,bert-large-uncased_but,roberta-base_but,xlm-roberta-base_but,roberta-large_but,xlm-roberta-large_but
68,1,train,0.0840733125805854,0.0161083471029996,0.0200856178998947,4.498908674577251e-05,4.436686504050158e-05,2.90914908873674e-06,7.626727892784402e-06
69,1,train,0.0079228971153497,0.0183759648352861,0.0155387362465262,3.1997481073631207e-06,2.3227094061439857e-06,2.8252522952243453e-06,3.829723027592991e-06
74,0,train,0.0080983350053429,0.0353691317141056,0.0474182851612567,0.0001003008292173,0.0001679574634181,8.849081496009603e-05,0.0025054241996258
76,0,train,0.0085974037647247,0.0479281917214393,0.0201337598264217,6.828860205132514e-05,7.786996320646722e-06,6.764160934835672e-05,8.771350258029997e-05
83,0,val,0.0228377543389797,0.0133188432082533,0.0111266328021883,3.5711949749384075e-05,3.8320581552397925e-06,4.810271275346168e-05,1.196727043861756e-05
87,0,train,0.0145092792809009,0.0132267801091074,0.0034181321971118,2.125034006894566e-05,1.5403977158712223e-05,0.0001207630484714,6.965880311327055e-05
88,0,train,0.0130477901548147,0.0482863001525402,0.0219299662858247,3.5536497307475656e-05,1.43255056173075e-05,0.0006081777974031,7.769404328428209e-05
89,0,val,0.0334188975393772,0.0076219872571527,0.0017844098620116,0.0002129911008523,1.0857173947442789e-05,0.0005572572699747,0.0001413723657606
91,1,train,0.1761771738529205,0.0130382049828767,0.0021754163317382,0.0007884353399276,1.2547414371510968e-05,1.8832086425391022e-05,3.5207285691285506e-05
92,0,train,0.0074888127855956,0.024159763008356,0.0201999265700578,2.7250727725913748e-05,1.3536113328882491e-05,2.083741128444672e-05,0.0002417299692751
93,0,train,0.0505777969956398,0.0128871072083711,0.0035110225435346,0.0013169008307158,2.021180625888519e-05,0.0003599696210585,0.0002252324629807
96,1,train,0.1219737008213996,0.3264914751052856,0.119663767516613,3.26107328874059e-05,5.2786283049499616e-05,1.146724844147684e-05,6.292603302426869e-06
97,0,train,0.0127161471173167,0.0035363275092095,0.017747938632965,3.479628958302783e-06,2.2212147996469862e-06,9.543875421513803e-06,6.253997526073363e-06
98,1,train,0.0327301807701587,0.0268775913864374,0.0165522787719964,2.514515472284984e-05,1.7186892364406958e-05,3.791930339502869e-06,3.4176910048699938e-06
100,0,train,0.0066578635014593,0.0001958641514647,5.73326506128069e-05,0.0001042991716531,8.998003067972604e-06,0.0001032073269016,0.0001271640358027
101,1,train,0.010709541849792,0.019842654466629,0.0139448409900069,4.698756129073445e-06,1.9614426491898485e-06,7.507527698180638e-06,7.762218388052133e-07
103,1,train,0.0135402306914329,0.0057179355062544,0.0021850201301276,0.0002809142461046,4.205714867566712e-05,0.0002154280082322,3.764969369512983e-05
108,1,train,0.0076040183193981,0.0074717504903674,0.004364501684904,5.501499981619418e-05,7.830180038581602e-06,8.023931741263368e-07,1.80419397111109e-06
110,0,train,0.0305240079760551,0.0593560934066772,0.0152535699307918,0.0002389752917224,2.301154563610908e-05,5.075668468634831e-06,0.0010672791395336
119,0,train,0.0172605589032173,0.0004624421126209,0.0002858249645214,0.0001016350070131,7.01432963978732e-06,6.305491842795163e-05,0.0002553292433731
121,0,train,0.0264878422021865,0.0363201722502708,0.0456008724868297,0.0002267505042254,3.116916195722297e-05,6.650379509665072e-05,4.758953582495451e-05
122,1,train,0.0314617492258548,0.131718099117279,0.1148132681846618,2.9587811241071904e-06,6.690603186143562e-05,9.839557151281042e-07,6.220788236532826e-06
123,1,train,0.0300414860248565,0.0012793695786967,0.0017891785828396,1.1046953659388237e-05,0.0001079376816051,1.6345754829671932e-06,3.876140226566349e-07
126,0,test,0.0167070422321558,0.0002028566959779,0.0001540941011626,0.0002542461152188,5.39049506187439e-06,0.0001540794764878,3.2779989851405844e-06
128,0,train,0.0081499218940734,0.0369945056736469,0.008103983476758,3.109393219347112e-05,5.6244493862323e-06,0.0001295796828344,3.729989111889154e-05
129,0,train,0.0021081694867461,4.441881537786685e-05,4.794168853550218e-05,4.38041951156265e-07,5.671471399182337e-07,8.872661055647768e-06,4.1343442717334256e-05
131,1,train,5.963562944089063e-05,1.9114046153845266e-05,8.732233254704624e-06,7.289651193786997e-08,3.130841585985422e-09,2.1647696257787175e-07,1.9029814168902703e-08
133,0,train,0.0001249199267476,0.0005337113980203,0.0012454733951017,8.587107913626826e-08,2.8772690896516906e-08,1.1838767022709362e-05,3.1151805615081685e-06
137,1,val,0.0041551259346306,0.0452320128679275,0.035869013518095,0.000121955985378,1.631214763619937e-05,1.3691120557268732e-06,9.196674000122584e-06
138,1,train,0.0349433422088623,0.0170489028096199,0.0023134807124733,1.003660599963041e-05,8.639494808448944e-06,8.998350494948681e-06,1.13469184270798e-06
139,0,train,0.0006861773435957,0.0004214126674924,0.0050466712564229,3.6376241041580215e-06,3.149886254050216e-07,8.592727681389078e-06,3.5385866794968024e-05
140,0,train,0.0959033221006393,0.0048048705793917,0.001500881742686,0.0001327521604252,0.0001301142765441,0.0001523658575024,1.0791042768687475e-05
143,1,train,0.0154219763353466,0.0341791659593582,0.0112093407660722,0.0002708707761485,0.0002465349971316,0.0002965909079648,0.0001520723599242
145,0,test,0.0047200908884406,0.0047142701223492,0.0145330373197793,1.133883188231266e-06,1.482309107814217e-05,4.431579145602882e-05,7.851839995964838e-07
147,0,train,0.0070491633377969,0.0007434470462612,0.0003732977202162,0.0001933335734065,0.0001094135150196,8.168849308276549e-05,3.7801331927767023e-05
148,1,train,0.0637557581067085,0.0101522393524646,0.0352885648608207,8.00711422925815e-05,5.063555363449268e-06,0.0001530945446575,2.29802644753363e-05
150,1,train,0.1605362445116043,0.0320582315325737,0.0151328034698963,8.599144166510087e-06,1.5513758626184426e-05,3.530774961291172e-07,2.264029717480298e-06
154,0,train,0.007795731537044,0.0105827152729034,0.0040717641822993,4.0535422158427536e-05,8.846404853102285e-06,0.0002730744890868,2.2468324459623545e-05
162,0,val,0.0419343672692775,0.0054482673294842,0.0123610971495509,0.0003678163047879,1.1846843335661106e-05,0.0003731665492523,1.0936886610579675e-05
163,0,train,0.0136550432071089,0.0007477250765077,3.6962639569537714e-05,2.406137900834437e-05,1.728931692923652e-06,1.6491938367835246e-05,2.8489921533036977e-05
164,1,train,0.137879267334938,0.0225566141307353,0.002481400500983,1.5411218612371158e-07,1.686896553110273e-06,8.571841902949019e-08,3.112720605713548e-07
165,0,test,0.0053973263129591,0.0023541930131614,0.000532315170858,9.85770093393512e-05,3.05998619296588e-05,0.0001952928723767,3.9053170439729e-06
166,1,test,0.0180167462676763,0.0463325083255767,0.0214101187884807,0.0003293952904641,2.855947423086036e-05,3.011272929143161e-05,1.6627413060632534e-05
169,1,train,0.0673205330967903,0.0211400520056486,0.0093670142814517,0.0001444955123588,8.135461939673405e-06,1.0957637641695328e-06,4.792254003405105e-06
173,1,train,0.0084235817193984,0.0041604936122894,0.0043481504544615,1.2124918384870398e-06,3.075073664149386e-06,1.6994499674183317e-07,3.0199989851098508e-06
177,1,train,0.0264508333057165,0.0243004150688648,0.0044194539077579,4.453922031188995e-07,2.357818630116526e-06,2.234072695728173e-07,5.399356268753763e-07
178,1,train,0.0094378944486379,0.0096206972375512,0.0041226912289857,1.4449569789576344e-05,2.755162540779565e-06,2.415040580672212e-05,9.130192665907089e-06
181,0,train,0.0001532457827124,7.755252227070741e-06,4.831035766983405e-05,5.6796475291776005e-06,6.329840744001558e-06,6.430495886888821e-06,4.626908776117489e-06
185,1,train,0.0003014818357769,0.0002244014322059,0.0001798266021069,2.225807475042529e-05,5.673716145793151e-07,2.311365108198516e-07,2.1427281353680883e-06
188,1,train,0.0372359193861484,0.0652736946940422,0.2370496243238449,0.0019884747453033,0.000114019268949,0.0002735113084781,7.364372868323699e-05
190,0,train,0.0161981098353862,0.0815376490354538,0.02145691588521,0.0002089201152557,2.777731424430385e-06,0.00028306353488,2.618477810756304e-05
199,0,train,0.1093653216958046,0.110598936676979,0.1422057002782821,0.0003060092858504,1.084012819774216e-05,0.0003224457614123,0.0001732729870127
201,0,train,0.0136595480144023,0.0015884522581472,0.0026571250054985,6.920793111930834e-06,5.416450221673585e-07,1.166537549579516e-05,1.6337260149157371e-06
202,1,test,0.0027940180152654,0.0008489161264151,0.0009895594557747,1.6063997463788837e-05,4.464076937438222e-06,7.132940027076984e-06,2.1004143491154537e-05
203,0,train,0.0336958616971969,0.0008157870033755,0.0020767922978848,3.51910712197423e-05,0.0002718706382438,4.865960727329366e-05,1.9451019397820343e-05
206,0,train,0.139206126332283,0.1720598936080932,0.0677492246031761,0.0006350488984026,7.201516564236954e-05,0.000600331055466,4.639377584680915e-05
207,1,train,0.0461915917694568,0.0706799104809761,0.0569350868463516,0.0001321971503784,0.0001072600643965,3.621466748882085e-05,1.4518074749503285e-05
215,0,train,9.44960629567504e-06,2.251446176160244e-06,6.160250904940767e-07,8.569412557335455e-08,2.565111323349356e-08,4.8759766002604024e-08,3.794175995608384e-08
217,1,train,0.0191073827445507,0.0114774582907557,0.0023852419108152,7.866984378779307e-05,1.4731408555235248e-05,7.69397520343773e-05,1.4169248743201024e-06
224,0,train,0.0315801128745079,0.0144552486017346,0.0006855516694486,0.0002065030130324,9.971443432732484e-06,0.0004810044483747,2.5435812858631834e-05
227,1,train,0.0005618996801786,0.0009796597296372,3.146048038615845e-05,6.163459431718368e-08,5.505580702447332e-07,1.890733756226837e-07,2.2277100697465365e-07
230,0,train,0.0115190651267766,0.0292425546795129,0.0073798326775431,4.6949644456617534e-05,5.408806373452535e-06,0.0004045043024234,1.533238719275687e-05
233,0,train,0.0532313212752342,0.2856383025646209,0.0113594317808747,8.277436791104265e-06,6.442634912673384e-06,8.648205948702525e-06,1.674413215368986e-05
234,1,train,0.0026755149010568,0.0071202064864337,0.0067607671953737,8.056910871800937e-08,1.386002895742422e-05,4.546618015410786e-07,9.770568567546434e-07
235,1,train,0.0254452023655176,0.018842551857233,0.006303240545094,1.6117573977680877e-05,1.3928927728557028e-05,6.181655294312804e-07,6.336672981888114e-07
239,1,train,0.0204517114907503,0.0306183379143476,0.0176855623722076,3.571052002371289e-05,1.6021869669202715e-05,0.0001042362928274,4.286570765543729e-05
240,1,train,0.0195283740758895,0.0197288133203983,0.0287311617285013,5.614797555608675e-05,6.576239229616476e-06,7.497927981603425e-06,1.1561491191969251e-05
244,1,train,0.0133319357410073,0.0014123354339972,0.0011332792928442,5.0873219151981175e-05,1.895131754281465e-05,3.308574014226906e-05,0.0002620150626171
245,1,train,0.0138546479865908,0.003663043025881,0.0047822180204093,1.5459652786375955e-05,7.013427421043161e-06,3.547911182977259e-05,3.6369510780787095e-06
247,0,train,0.1370794475078582,0.0302513763308525,0.0143281444907188,2.249426688649692e-05,4.0049358176474925e-06,3.9776441553840414e-05,1.2833983419113792e-05
248,0,test,0.0494925715029239,0.0132954511791467,0.0089742094278335,0.0002550471108406,6.374430540745379e-06,0.0007490382413379,1.1920355063921306e-05
253,1,test,0.0203014276921749,0.0125482138246297,0.00215624878183,2.747205326159019e-05,2.2424352209782228e-05,2.9432630981318653e-05,6.9002962845843285e-06
255,0,val,0.0655674561858177,0.0840542465448379,0.0094045829027891,0.0002996801922563,0.0001224871375598,1.3560539628088009e-05,3.049834958801512e-06
259,0,train,0.0638226717710495,0.152653619647026,0.1211556270718574,7.243786239996552e-05,3.0448669349425472e-05,2.3489908471674426e-06,3.10473933495814e-06
260,0,train,0.0100894141942262,0.0003852766531053,0.0006448791828006,8.995751704787835e-05,1.9842389065161115e-06,7.505193207180128e-05,2.2652426196145825e-05
263,0,train,0.0013832714175805,0.0047074635513126,0.001896065659821,2.962988901344943e-06,1.0394351193099285e-06,4.077229823451489e-05,3.4933891583932564e-06
271,0,train,0.0585288554430007,0.0019165964331477,0.0025116328615695,0.0003771816845983,7.054390880512074e-05,0.0013549795839935,5.410336598288268e-05
272,0,train,0.0263411495834589,0.004207354504615,0.0005984717281535,2.365860200370662e-05,4.15110080211889e-05,0.0001512148592155,1.0465651030244771e-05
273,1,test,0.0023239143192768,0.0021559223532676,0.0003249886503908,1.989969433680017e-07,1.0105507044499973e-06,2.045080265133948e-07,7.60680123335078e-08
282,0,val,0.0007679775590077,0.001464971108362,9.251055598724632e-05,3.2360210752813146e-05,2.283778677281134e-08,2.526163598304265e-06,5.12358656123979e-06
283,0,train,0.0058130379766225,0.0019064206862822,0.0047709322534501,1.4554451809090097e-05,4.754820565722184e-06,0.0004123148391954,1.4631847079726867e-05
284,0,test,0.011524080298841,0.0063741980120539,0.0017665835330262,1.1511172488098964e-05,1.996789023905876e-06,9.749840501172002e-06,2.322522732356447e-06
285,1,val,0.0171147864311933,0.0130011606961488,0.0029147255700081,2.3840152607590426e-06,1.9045215822188768e-06,8.136231031130592e-07,6.97695554663369e-07
293,0,train,0.0086563387885689,0.0011164738098159,0.0015945230843499,8.909323514671996e-05,6.3110860537562985e-06,8.065536530921236e-05,1.0080957508762367e-06
297,1,train,0.0023474076297134,0.0008504215511493,0.0005115097737871,4.0990431671161787e-07,6.295234129538585e-07,4.939814246540664e-08,7.582409011774871e-08
299,0,train,0.1752451509237289,0.0059472038410604,0.0004771355015691,0.0008967494941316,0.0001004292935249,0.0005795034230686,0.0004841324407607
303,0,test,0.012613583356142,0.0109991254284977,0.0242382623255252,3.070921229664236e-05,9.985466249418096e-07,0.0001928012788994,4.350872040959075e-05
305,1,test,0.014316271059215,0.0010089753195643,0.0008885568822734,6.609882916563947e-07,1.1785427886934484e-05,5.471019335345773e-07,1.4918426813892438e-06
306,1,val,0.0059250178746879,0.0227303672581911,0.0794817507266998,0.0001752436364768,0.000138363946462,2.7553242034628056e-05,0.0001155235077021
307,1,val,0.1694260090589523,0.0418148003518581,0.0421481765806674,8.065274596447125e-05,1.816451003833208e-05,5.989525561744813e-06,2.948607834696304e-05
313,1,train,0.0113863395527005,3.121695772279054e-05,8.570798672735691e-05,1.0630794349708594e-05,2.148195380868856e-05,3.701727564475732e-06,2.764681994449348e-06
314,0,test,0.1052087172865867,0.005049932282418,0.0006675194599665,0.0003529826644808,2.245942823719816e-06,0.0005476079531945,3.874241519952193e-05
315,0,train,0.0573202855885028,0.030433977022767,0.0557171739637851,9.896548363030888e-06,7.587802883790573e-06,4.873320722253993e-05,7.238260423036991e-06
318,0,train,0.1976471841335296,0.4911543726921081,0.4936082661151886,0.0001746805792208,7.359794835792854e-05,0.0002012277254834,3.759920582524501e-05
319,1,train,4.5071752538206056e-05,4.145154889556579e-05,0.0001876651804195,3.825698868809013e-09,1.7785274621928693e-06,2.738871884844229e-08,1.0014484352893762e-08
320,1,test,0.0027680550701916,0.0132598560303449,0.0006904289475642,2.607024043754791e-06,5.85489488003077e-07,1.180922254206962e-06,3.400782020435145e-07
324,1,train,0.0633032768964767,0.0051841707900166,0.0049415663816034,2.728256731643341e-06,5.720390618080273e-06,1.378184379063896e-06,4.339775387052214e-06
325,0,train,0.0029237533453851,0.0941834673285484,0.0828578546643257,0.0001162310145446,5.0391357945045456e-05,8.693403651705012e-05,5.515176962944679e-05
327,1,train,0.0001295743713853,0.0109369708225131,0.0034579196944832,2.5390957034687744e-06,1.508966818164481e-07,2.097577635140624e-06,4.490136973345216e-07
328,0,train,0.0531277321279048,0.0158409401774406,0.0350896194577217,0.0001756169367581,2.12246086448431e-05,0.0005763280787505,7.838680903660133e-05
333,1,test,0.0873520821332931,0.0008559887646697,0.0004189933242741,2.094437149935402e-06,7.1485219450551085e-06,7.754169928375632e-06,0.0001652696955716
334,1,test,0.00114607589785,0.0038871325086802,0.0011394678149372,2.501223889339599e-06,8.743940611566359e-07,6.401997438842955e-07,1.5057460132084088e-06
337,0,val,0.0450002662837505,0.0343953184783458,0.0257519017904996,0.0001477024488849,5.2247294661356136e-05,0.0002434123744023,1.3425948054646142e-05
341,0,train,0.0004960638470947,6.509960076073185e-05,0.0007163793779909,1.087727130588689e-09,2.968092758237617e-06,6.604885857086629e-05,3.62893297278788e-05
344,0,val,0.0500849597156047,0.0517056994140148,0.1069402992725372,0.0004303388122934,2.4212346033891663e-05,0.000140630727401,1.1990694474661724e-05
346,0,train,0.0985228791832923,0.0427612401545047,0.0092143090441823,9.673599561210722e-05,6.517397559946403e-05,0.0003639049828052,4.904927845927887e-05
347,1,train,0.0166812613606452,0.0094834603369236,0.0019382117316126,0.0001114636106649,5.491780484589981e-06,7.902009383542463e-05,3.003194069606252e-05
348,1,train,0.0180357322096824,0.0373492315411567,0.0003419771092012,9.563163075654302e-06,5.729285931010963e-06,8.740075827518012e-06,3.032326958418708e-06
350,0,train,0.0320053733885288,0.0548842325806617,0.0352362096309661,0.0001103492759284,8.797290502116084e-05,0.0005350732826627,0.0002384098188485
351,0,train,0.2496962696313858,0.5659265518188477,0.7667879462242126,0.0001379631867166,4.438418909558095e-05,1.0201267286902294e-05,1.0808644219650889e-05
352,1,train,0.0119688231498003,0.0005267769447527,0.0006451827357523,3.0777708161622286e-05,3.335126530146226e-05,5.9547446653596126e-06,9.214578312821686e-06
358,0,test,0.0442530512809753,0.0585835538804531,0.0512549318373203,6.446867337217554e-05,1.2182221325929277e-05,5.56368067918811e-05,0.000133306661155
359,0,train,0.0022603140678256,0.0073204501532018,0.005044313147664,1.0716150427469984e-05,9.963252523448318e-06,1.6159361848622211e-06,1.1963846873186412e-06
361,0,train,0.0540841743350029,0.1300662904977798,0.3004047870635986,5.986295946058817e-05,5.227671863394789e-05,0.0001510610891273,5.15759238624014e-05
363,0,test,0.0320120938122272,0.0959668233990669,0.0388214811682701,2.943394247267861e-05,3.935693530365825e-05,5.7044599088840187e-05,1.3728936210100072e-05
364,1,train,0.0087881656363606,0.0212613940238952,0.0086645083501935,1.7114977026722045e-06,6.643983851972735e-06,1.576952115556196e-07,2.551583520471468e-06
371,1,train,0.029066203162074,0.0073952600359916,0.0050756833516061,6.286513962550089e-05,1.0951408512482884e-05,2.993613088619896e-05,1.1176523003086912e-05
372,1,train,0.0075937695801258,0.0112354727461934,0.0169319957494735,4.032437118439702e-06,2.008347109949682e-06,2.023487104452215e-05,1.0416722034278791e-05
375,0,train,0.1503980159759521,0.0647869780659675,0.0164162367582321,5.803310045848775e-07,2.3459787712454277e-07,6.076096497054095e-07,2.6053768920064613e-07
381,1,train,0.0037418829742819,0.000314912002068,0.0013503319351002,7.328425272135064e-05,0.0002507614844944,8.365045505343005e-05,2.1382145860116e-05
385,1,test,0.0066352915018796,0.0270001366734504,0.0012048737844452,1.4057449106985589e-06,1.1366027763415333e-07,4.383902307836252e-08,7.798143997206353e-07
387,0,train,0.0015312302857637,0.0343983843922615,0.0181064829230308,3.9621114410692826e-05,6.713869879604317e-06,0.0001508087298134,2.740427771641407e-05
388,0,train,0.0001600621617399,1.0902491567321704e-06,3.124435181689478e-07,3.0952772789305534e-08,3.4882496890986665e-08,2.6397678709599865e-08,2.082631844757543e-08
389,0,train,0.0016573559259995,0.0007316652336157,2.004219641094096e-05,1.8021817595581524e-05,1.849436443990271e-06,4.874555816059001e-05,8.26679024612531e-06
390,1,train,0.0426427274942398,0.0306612346321344,0.0015686622355133,4.2728777771117166e-05,2.975266170324176e-06,2.2366028133546934e-05,3.770589046325768e-06
391,0,train,0.0043927556835114,0.0002888168382924,0.0034325951710343,0.0005017435760237,1.4866200217511503e-05,0.0002290503907715,0.0001000439806375
396,1,train,0.0649880841374397,0.0086238794028759,0.0021709415595978,6.563822535099462e-05,5.1597315177787095e-05,1.993401201616507e-05,1.1169770914420951e-05
399,1,train,0.0285174939781427,0.0014715623110532,0.0009487826609984,3.771683986997232e-05,4.8643800255376846e-05,1.097185850085225e-05,0.0001299654250033
400,1,test,0.0077942139469087,0.0043898182921111,0.0010487951803952,0.00034420992597,0.0001502307422924,6.068099992262432e-06,1.2818511095247231e-05
404,1,train,0.0135304257273674,0.0217764321714639,0.0076733641326427,9.148981007456314e-06,1.578954424985568e-06,7.992271093826275e-06,4.05273476644652e-06
407,0,train,0.1470144987106323,0.2876467406749725,0.1554421037435531,0.0002879151143133,8.097312093013898e-05,4.011061901110224e-05,4.3677762732841074e-05
409,0,train,0.0072791608981788,0.0033482855651527,0.0007981142844073,5.7019718951778486e-05,2.6489649826544337e-05,3.9331167499767616e-05,3.3137606806121767e-05
416,1,test,0.0186276733875274,0.0070284320972859,0.0038158802781254,6.538995512528345e-05,2.675749419722706e-05,8.906079528969713e-06,1.2297554349061102e-05
418,0,test,0.0029202532023191,0.0805204138159751,0.0139763904735445,4.5550008508143947e-05,3.203984533683979e-06,0.0002138345880666,3.373519939486869e-05
419,0,train,0.0378231592476367,0.0006004298338666,0.0005473267519846,0.0002215517451986,4.2134386603720486e-05,0.000186144185136,4.864135917159729e-05
420,1,train,0.0985378175973892,0.0652232989668846,0.0996610894799232,0.0002201726747443,5.921479896642268e-05,0.0001443853980163,0.0001041425348375
422,1,train,0.0051755257882177,0.0005126868491061,8.700144826434553e-05,1.4981004596847924e-06,6.864686838525813e-06,6.240991206141189e-05,2.420816963422112e-05
423,0,test,0.0069156913086771,0.0002842945395968,0.001069622579962,2.4363387751691334e-07,4.6543999587811413e-07,4.366082521300996e-06,5.030051397625357e-06
426,0,train,0.0343104861676692,0.0462698079645633,0.0306710712611675,7.133691542549059e-05,4.1777304431889206e-05,0.0004184444260317,0.0002584870962891
427,0,test,0.0101903909817337,0.0539610385894775,0.0579835996031761,0.0007391616818495,4.583357440424152e-05,0.0002427836734568,7.010442641330883e-05
430,0,train,0.0059692035429179,0.0267771556973457,0.0773388296365737,7.679446571273729e-05,5.178471838007681e-05,0.0003227952984161,4.935166998620844e-06
431,0,test,0.0004748911887872,8.65942711243406e-05,2.014339770539664e-05,5.336758590601676e-07,1.3295910150645798e-07,7.854376349314407e-07,2.8761576231772785e-08
433,1,train,0.0239814352244138,0.0200366638600826,0.0952332690358161,0.0014248972292989,1.3218693311500829e-05,2.5500969059066847e-05,0.0002923545835074
434,0,train,0.0664744898676872,0.0904880538582801,0.1459262818098068,8.584096212871373e-05,3.718959487741813e-05,6.212058360688388e-05,2.61667555605527e-05
436,1,test,0.0094884950667619,0.062169399112463,0.0532978065311908,2.087681195916957e-06,9.140067049884236e-06,1.7382846635882743e-05,2.155476295229164e-06
438,0,train,0.2671088278293609,0.1733466684818267,0.1906436532735824,0.0001753528486005,7.449449185514823e-05,2.198177389800549e-05,7.123800605768338e-05
439,1,train,6.662608939222991e-05,0.000137539464049,0.0010112249292433,2.7871232077814057e-07,5.928168178570559e-08,7.934595913638989e-08,8.883742452781007e-08
441,1,train,0.007847961038351,0.0114239873364567,0.0156608819961547,0.0003313429479021,3.274206756032072e-05,0.0001003252182272,3.531611946527846e-05
447,1,train,0.0003935811691917,0.0051637012511491,0.0166124068200588,1.5822035493329167e-05,1.6247053281404078e-05,2.574711834313348e-05,1.5114295820239931e-05
449,1,train,0.0030813317280262,0.0046389820054173,0.0017229778459295,7.378525424428517e-06,5.2320892791613005e-06,2.1002711036999244e-06,3.0001689310665824e-07
450,0,train,3.9680609916104e-05,3.925507371604908e-06,1.2583230272866786e-05,1.1943388017243706e-05,8.592598533141427e-06,1.86428667348082e-06,8.826646080706269e-06
454,1,train,0.0746200382709503,0.0117337005212903,0.0131080374121665,3.924495831597597e-05,5.73681500100065e-05,4.83941039419733e-05,9.263759238820056e-06
456,0,test,0.0060770893469452,0.0001633812789805,0.000210837330087,0.0002481500559952,4.306686969357543e-05,2.910078728746157e-05,0.0001319805596722
458,0,test,0.0731742456555366,0.0788662284612655,0.0274147801101207,0.0001021620846586,1.050055925588822e-05,0.0002987688640132,4.1348284867126495e-05
