uid,stance,set,distilbert-base-uncased_but,bert-base-uncased_but,bert-large-uncased_but,roberta-base_but,xlm-roberta-base_but,roberta-large_but,xlm-roberta-large_but
11,0,test,0.0051008537411689,0.0041014989838004,0.001065116142854,1.9631438590295147e-06,7.220195925583539e-07,2.843806328201026e-07,2.483191394730966e-07
12,0,test,0.1331875920295715,0.0319994427263736,0.0069154608063399,9.065587801160292e-05,1.6709975170670077e-05,8.721704944036901e-05,7.72826695083495e-07
13,0,test,0.003528855741024,0.0026815691962838,0.0006608374533243,1.9596539004851365e-06,5.508853973879013e-06,2.380574642302236e-06,2.1134151495516562e-07
14,0,test,0.0020679892040789,0.0004515340551733,0.0001750865776557,1.2894544170194422e-06,6.945249424461508e-06,3.393367660464719e-05,2.9791765427944483e-06
15,0,test,0.0045544933527708,0.000842917303089,0.000966215680819,2.153130708393292e-06,5.26346366314101e-06,5.995568699290743e-06,3.744785885828605e-07
16,1,test,0.0032417410984635,8.948831964517012e-05,0.0004237050889059,5.030757165513933e-06,2.780473914754112e-05,3.4221209261886543e-06,8.458719662485237e-07
17,1,test,0.0026373879518359,0.0001918623747769,0.0005211131065152,1.125179437622137e-06,5.616623820969835e-05,1.231521537192748e-06,2.600026709842496e-05
18,1,test,0.0059675760567188,0.0031899791210889,0.0002621154708322,1.1683120959560257e-07,1.91643607649894e-06,2.596427464141016e-07,8.452578015294422e-08
19,0,test,0.0012833955697715,0.0021134666167199,0.0007814108976162,1.5242771951307077e-06,1.939788489835337e-06,2.174666860810248e-06,2.991351493619732e-06
20,1,test,0.0032854115124791,0.0004033878503832,3.125958755845204e-05,5.9566779953001976e-08,1.3615203897643369e-06,5.2681688345046496e-08,9.410763368578048e-08
21,1,test,0.003661525202915,0.0006460426957346,0.0002410159358987,2.695716716516472e-07,5.894901278225007e-06,6.804488350553585e-08,6.378336081525049e-08
22,1,test,0.0054632709361612,0.0001008874896797,0.000390089204302,1.281395896057802e-07,8.480748874717392e-06,9.397437139568865e-08,1.1265849479968892e-06
23,0,test,0.0174313373863697,0.0107941702008247,0.0114848483353853,4.5994975153007545e-06,1.1600426660152152e-05,1.6759559002821334e-05,8.15034127299441e-07
24,0,test,0.002178038470447,0.0038235683459788,0.0002269458636874,1.339319908311154e-07,1.0763466207208694e-06,2.289697022206383e-06,1.5642960988770938e-06
25,0,test,0.0042554261162877,0.0005099533009342,0.000101041077869,2.02190051368234e-07,1.127991436078446e-05,4.06121489504585e-06,2.4854972480170545e-07
26,0,test,0.0035736819263547,0.0025909889955073,0.0007004700019024,7.737073559610509e-08,2.361133283557137e-06,7.542718094555312e-07,3.838597137928446e-07
27,0,test,0.0140855442732572,0.0022268709726631,0.0012200932251289,7.94434981798986e-06,2.886004494939698e-06,4.264354174665641e-06,3.528503839334008e-06
28,0,test,0.0012056356063112,0.0036535474937409,0.0003317373921163,5.388297267927555e-06,6.709511126246071e-06,8.113761396089103e-06,6.638089871557895e-06
29,0,test,0.0036581130698323,0.0002172380045522,0.0004834073770325,1.4108627510722729e-06,8.54244990478037e-06,1.9890507246600464e-05,3.529531750245951e-05
30,0,test,0.0134035451337695,0.0056956917978823,0.0003496319113764,4.52916850690599e-07,4.076032382727135e-06,1.823393176891841e-05,1.76194282630604e-06
31,1,test,0.0067928237840533,0.0016351218800991,0.0002837000938598,3.238178294395766e-07,6.4123605625354685e-06,5.399727456278924e-07,8.12093290392113e-08
32,1,test,0.0029113383498042,0.0022532027214765,0.0009367335005663,3.46416271668204e-07,5.291024081088835e-07,1.1683121101668803e-06,9.951816082320877e-08
33,1,test,0.0041015166789293,0.0027180353645235,7.511030707973987e-05,4.722019752989581e-08,2.523953071431606e-06,1.9650343574539875e-08,6.429453378586913e-07
34,1,test,0.004891462624073,0.0041905785910785,0.0001327367062913,5.2849891574169305e-08,6.458490133809391e-06,1.1329337468168889e-07,5.477431486156094e-08
35,1,test,0.0030807757284492,0.0029526553116738,0.0002100997371599,8.517618255154957e-08,1.211049720950541e-06,1.6392023738376338e-08,2.3335420706871452e-08
36,0,test,0.000584406137932,0.00061710603768,0.000538786582183,8.099984825093998e-07,4.543840077531058e-06,3.4363480949650693e-07,1.645822464979574e-07
37,0,test,0.0042198938317596,0.0023632608354091,0.0003775068034883,1.784623719913725e-07,4.774316039402038e-06,1.2434645668690794e-07,3.790011078308453e-07
38,1,test,0.0108739454299211,0.0072929495945572,0.001862080884166,9.973406633889681e-08,7.868623470130842e-06,1.3312327951098268e-07,2.779965768695547e-07
39,0,test,0.0588060058653354,0.0100709842517972,0.0023330026306211,4.778627408086322e-05,3.351945633767173e-05,5.502381100086495e-05,4.37424063193248e-07
40,1,test,0.0046899020671844,0.0003627838450483,3.512210969347507e-05,1.527838406900628e-07,4.772160082211485e-06,4.370980661860813e-07,1.7099905846862384e-07
41,1,test,0.0054067685268819,0.0044859410263597,0.0001213475698023,1.199109505023444e-07,3.4509598663134966e-06,2.1727078092226293e-06,1.2031459561967497e-07
42,0,test,0.0050078374333679,0.0016753356903791,0.0009102267213165,4.544618263935263e-07,3.4883378248196095e-05,1.7064772691810504e-05,2.495017668024957e-07
43,1,test,0.0260141659528017,0.0009177742176689,0.0009041770244948,7.939414814472914e-08,3.438191242821631e-06,1.891528711439605e-07,3.419282279537583e-07
44,0,test,0.0071916650049388,0.0173691064119339,0.0162784568965435,5.034451078245184e-06,2.4217355530709028e-05,2.00035374291474e-05,1.2500216143962462e-05
45,0,test,0.0223155338317155,0.000237117317738,0.0006842462462373,1.3084038528177189e-06,1.1772490324801764e-05,8.86818907019915e-06,1.7477187839176622e-06
46,0,test,0.0705102458596229,0.0293104667216539,0.0092677576467394,2.509684236429166e-05,8.836662163957953e-05,0.0011451464379206,1.1608760360104498e-05
47,0,test,0.0148962270468473,0.0043595959432423,0.0020638622809201,6.499584515040624e-07,5.2899863476341125e-06,3.674867684821948e-06,5.719097089240677e-07
48,1,test,0.0091703068464994,0.012934761121869,0.0001432063436368,1.7182942713134253e-07,1.8406478830002007e-06,6.573726807346247e-08,2.672222478850017e-07
49,0,test,0.0132937747985124,0.0082024298608303,0.0009703178657218,4.972301894667908e-07,6.978957389947027e-05,1.4876907698635478e-05,2.3818458885216387e-06
50,0,test,0.1076678857207298,0.0513798855245113,0.0037713856436312,2.700878394534812e-05,2.10703001357615e-06,3.464295150479302e-05,1.9873336896125693e-06
51,1,test,0.0017162493895739,0.0003899292496498,1.0387534530309496e-05,5.0129553841316023e-08,3.5557743558456423e-06,8.26475741178001e-08,8.152533581551324e-08
52,0,test,0.0030271541327238,0.0001827183004934,6.6578526457306e-05,0.0001172751217382,7.754249236313626e-05,0.0001514943287475,8.940103725763038e-06
53,1,test,0.0012602397473528,0.0019935322925448,0.0112785836681723,3.324030473095263e-08,1.6004310054995583e-06,3.639716794623382e-07,1.5578125101001208e-07
54,1,test,0.0115765584632754,0.0002289901458425,0.0012662461958825,2.8183089284539165e-07,4.940913186146645e-06,1.725169681776606e-06,1.9826691641355865e-05
55,1,test,0.030864818021655,0.0007947437698021,0.0001389549288433,7.330928610826959e-07,4.742753390019061e-06,1.641832909626828e-07,1.2019179962408089e-07
56,0,test,0.004220388829708,0.0038193704094737,0.0006107834051363,1.267459879272792e-06,1.526840787846595e-05,4.483060547499917e-05,5.206045443628682e-07
57,1,test,0.0088958330452442,0.0075482465326786,0.0012634160229936,2.59188453810566e-07,1.359940256406844e-06,1.97666395251872e-06,5.085939136506568e-08
58,0,test,0.0087653342634439,0.00995968375355,0.0064038354903459,3.3574390272406163e-06,2.1610351268464e-06,3.88948610634543e-05,9.270953000850568e-07
59,0,test,0.0572132840752601,0.0189135260879993,0.0048918994143605,1.879807132354472e-05,1.4294731727204637e-06,0.0001569410669617,8.391626238335448e-07
60,0,test,0.0166820306330919,0.0120294922962784,0.006195836700499,4.75328442917089e-06,7.089060090947896e-06,3.195631506969221e-06,5.918270744587062e-07
61,0,test,0.0049975677393376,0.0178487878292799,0.0294166393578052,7.61833064188977e-07,8.164839528035372e-06,2.0214572941767983e-05,1.1180574119862283e-06
62,0,test,0.0023243846371769,0.0012004217132925,0.0005132189835421,1.9696473827934824e-05,5.724309630750213e-06,1.6325913748005405e-05,5.032375725022575e-07
63,1,test,0.0163492858409881,0.0159671511501073,0.0007390914834104,1.4954659491195343e-05,1.145752139564138e-05,4.389253444969654e-05,2.3852874164731475e-06
64,0,test,0.0446218624711036,0.0083929188549518,0.0027824472635984,1.7952143025468104e-05,5.390621026890585e-06,8.204708865378052e-05,2.9430579161271453e-05
65,0,test,0.0206085443496704,0.0161741450428962,0.0025280127301812,0.0002152071829186,9.486047019890975e-06,4.755976624437608e-05,2.0554725779220465e-05
66,1,test,0.003343935823068,0.0003898912109434,0.0002792955492623,3.6107522305428574e-08,3.924022166756913e-06,7.653805056406783e-08,5.2440228159866826e-08
67,1,test,0.0125729087740182,0.0015915721887722,0.0033764408435672,6.105723286964349e-07,6.014782775309868e-05,3.214587422917248e-06,1.0594856121315388e-06
68,1,test,0.003315437817946,0.0002736604074016,0.0001221608981722,1.900532424770063e-07,3.1790237699169666e-05,7.12572045813431e-08,1.1320260995262289e-07
69,0,test,0.0028569912537932,0.0010322118178009,0.0001672315556788,1.2457874163374072e-06,8.670489478390664e-06,2.5684956199256703e-05,1.1017592669304577e-06
70,0,test,0.0042234067805111,0.0020103317219763,0.0011064652353525,1.874160716397455e-06,3.089839424319507e-07,1.3607711480290163e-05,9.534912805975182e-07
71,0,test,0.0194988567382097,0.0055811335332691,0.0011382126249372,2.2652464792827237e-07,5.622606295219157e-06,6.357093297992833e-06,2.159248850830409e-07
72,0,test,0.0351902395486831,0.0023842859081923,0.0013945938553661,0.0002456808870192,5.148799027665518e-05,0.0003206364926882,0.0002123437152476
73,0,test,0.0191623196005821,0.0012810060288757,0.0002318663464393,3.840426870738156e-06,9.503184264758602e-05,0.0001001135824481,1.0326916708436327e-05
74,1,test,0.0232576355338096,0.0042343726381659,0.0011036635842174,1.0930018106591888e-05,7.214750894490862e-06,2.062330537455637e-07,1.0429095027575386e-06
75,1,test,0.0019206965807825,0.0002270431286888,8.044432615861297e-05,3.17144349537557e-06,3.601782054829528e-06,2.7912827249565453e-07,1.0695931678128543e-06
76,1,test,0.0032020860817283,0.0059350030496716,9.732922626426443e-05,9.693995934867417e-07,1.3233875506557524e-07,4.230481636113837e-07,2.236105501651764e-06
77,1,test,0.0058192480355501,0.0021062700543552,0.0016860865289345,9.195927304972429e-06,2.5552504666848108e-05,1.5667112620576518e-06,4.446604179975111e-06
78,1,test,0.0108181135728955,0.002481325995177,0.0011823546374216,1.3402758668235036e-05,2.721396776905749e-05,9.25556037145725e-07,9.226981092069764e-06
79,0,test,0.0038833997678011,0.002103209728375,0.0020618143025785,8.708589120942634e-06,6.225965989870019e-06,0.0002550053177401,2.547771509853192e-05
80,0,test,1.7455888155382127e-05,1.15308384920354e-05,1.2934978258272167e-05,0.0003190075804013,7.69494436099194e-05,0.0037661101669073,0.0001021600473904
81,0,test,0.002800412941724,0.0001830075052566,0.0002266701631015,2.1135017959750257e-05,3.808713518083096e-05,3.122876660199836e-05,1.5706344129284844e-05
82,0,test,0.0513404235243797,0.0042024133726954,0.0008065492729656,9.787345334189013e-05,6.626013782806695e-05,3.547366941347718e-05,0.0004355284327175
83,0,test,0.0172084029763937,0.0049109021201729,0.0011082824785262,1.5467967386939563e-05,2.1688754713977687e-05,2.2588596038986e-05,5.3242514695739374e-05
84,0,test,0.0018016601679846,0.0001603038981556,0.0003542881458997,6.7333389779378194e-06,5.091237653687131e-06,4.582842393574538e-06,1.273134330403991e-05
85,0,test,0.0020466928835958,0.0068334266543388,0.0095755001530051,1.946662086993456e-05,1.4795678907830734e-05,8.928544411901385e-05,6.798630784032866e-05
86,0,test,0.0063657094724476,0.000504636846017,0.0001983299589483,2.1625144199788338e-06,1.241632162418682e-05,9.15315467864275e-05,8.617056300863624e-05
87,0,test,0.0680745393037796,0.016500499099493,0.0023639840073883,0.0003260551602579,2.4107121134875346e-05,0.0008375543984584,0.0003207355039194
88,0,test,0.0330258421599864,0.0031033048871904,0.0005714925937354,1.3645914805238135e-05,0.0001469819981139,2.862013843696332e-07,6.867800038889982e-06
89,0,test,0.0014850270235911,0.0002547517651692,0.0020665975753217,4.308579082135111e-05,3.009836837009061e-05,4.386880755191669e-05,0.0003004808386322
90,0,test,0.0008183867903426,0.0007897499017417,0.0005806406843475,7.351930548793462e-07,1.4161460057948716e-06,3.987386207882082e-06,4.796858092959155e-07
91,0,test,0.0018569335807114,0.0019467843230813,0.0014516987139359,1.1565319255169015e-05,1.1628264473984018e-05,2.088845576508902e-05,1.5098340782060404e-06
92,1,test,0.0016890041297301,5.211267853155732e-05,1.13251298898831e-05,2.081864295178093e-05,1.451471689506434e-05,2.3649827198823914e-06,2.32335287364549e-06
93,1,test,0.0181493759155273,0.0023291611578315,0.0020868193823844,8.550079542146705e-07,5.893208708585007e-06,2.680497175333585e-07,1.1651434761006383e-05
94,1,test,0.0013022425118833,0.0010360142914578,0.0009287476423196,3.059230266444501e-06,2.001796133299649e-07,1.813835410757747e-07,7.506453130190493e-06
95,0,test,0.0038455959875136,0.0014378662453964,0.0033037881366908,1.6091529460027232e-06,2.5178891519317403e-05,4.1633461478340905e-06,1.4436564015340991e-05
96,0,test,0.0310500022023916,0.0101903919130563,0.0049321963451802,3.591237327782437e-05,4.600979809765704e-05,0.0002798135683406,3.9738588384352624e-05
97,1,test,0.0035860526841133,0.0008064587018452,0.0010026000672951,1.1214168580409023e-06,3.604129688028479e-07,1.7083864634059864e-07,1.089249167307571e-06
98,1,test,0.0071382601745426,0.0025375972036272,0.0038148388266563,4.010876637039473e-06,2.513437777906802e-07,1.733057615638245e-06,1.1479169188532978e-05
99,0,test,0.0055074426345527,0.0014213240938261,0.0033487642649561,6.45406225885381e-06,7.401459151878953e-05,0.0002826312265824,0.0002217051805928
100,0,test,0.0021782123949378,0.0002957564720418,0.000525779731106,1.3764971527052694e-06,6.87417559674941e-05,9.042296005645768e-05,0.0001030690546031
101,0,test,0.0186632741242647,0.0014656203566119,0.0001949677534867,5.14369548909599e-06,0.0001244075392605,9.056593262357636e-05,6.500426025013439e-06
102,0,test,0.0024064513854682,0.0002562272711656,0.0021690032444894,2.601669439172838e-05,4.678502591559664e-05,3.218383062630892e-05,0.0001063423187588
103,0,test,0.0025198475923389,7.9875229857862e-05,0.000261297187535,9.986695658881216e-06,2.757343463599682e-05,1.997507206397131e-05,9.808148206502665e-06
104,0,test,0.1187531799077987,0.1049016043543815,0.0229551512748003,0.0001430269621778,0.0001127377836382,0.0005398850771598,0.0004489176208153
105,0,test,0.0081840800121426,0.0062183528207242,0.0093499701470136,2.918347036029445e-06,2.3270809833775274e-05,0.0001175519137177,1.6951131328823976e-05
106,1,test,0.0017903874395415,0.0002883715496864,0.0003501741739455,1.591889486007858e-06,3.341361320963188e-07,1.1074257599830162e-06,7.632025699422229e-06
107,1,test,0.0040090908296406,0.004277728497982,0.0001431775453966,2.393767317698803e-06,0.0006258003995753,6.804440317864646e-07,0.0002603064640425
108,1,test,0.0051603391766548,0.0005050206673331,0.0021114903502166,2.3343925477092853e-06,5.888191481062677e-07,3.04677229223671e-07,3.406772748348885e-06
109,0,test,0.006941526196897,0.0005884160636924,0.0002236641157651,1.0767349749585264e-06,8.635641279397532e-06,3.4347291943959135e-07,1.102727765101008e-05
110,1,test,0.0068048331886529,0.0001793810661183,5.0241651479154825e-05,5.129802957526408e-06,1.3482431313605048e-05,2.59383205047925e-06,9.456550287723076e-06
111,1,test,0.0016815008129924,0.0007981081143952,0.0004017390019726,4.811448093278159e-07,2.750018938968424e-05,1.337768082976254e-07,1.014543613564456e-06
112,0,test,0.0331300720572471,0.0099969478324055,0.0059733651578426,5.562113437918015e-05,9.626661631045864e-05,4.360574530437589e-05,8.801587682683021e-05
113,0,test,0.0009029342327266,0.0004138696531299,0.0004598592349793,3.892915287906362e-07,5.409655727817153e-07,3.54162489202281e-06,6.37676475889748e-06
114,0,test,0.0009328614687547,0.0001855926238931,3.5309360100654885e-05,1.52387940488552e-07,1.543492658129253e-07,3.772038894567231e-07,1.1890273299286491e-06
115,0,test,0.0015450123464688,0.000666671025101,0.0005512014613486,2.3361234013918882e-07,5.258585247247538e-07,4.144115735016385e-07,4.020257904358005e-07
116,0,test,0.0392880551517009,0.006120107602328,0.0003177386533934,1.2284538115636678e-06,3.651348833955126e-06,2.9207151328591863e-06,7.519136943301419e-06
117,1,test,0.0213621463626623,0.0080079343169927,0.000371090194676,5.9689456975320354e-05,0.0001459191698813,4.852448682868271e-07,3.165155430906452e-05
118,0,test,0.0831465274095535,0.0137536553665995,0.0057409238070249,3.800123522523791e-05,1.409843571309466e-05,0.0005096801905892,0.0004974872572347
119,0,test,0.1457391530275344,0.0196860376745462,0.012853292748332,6.824325828347355e-05,0.00012198035256,0.00018974870909,0.0001222143764607
120,0,test,0.0003051497042179,0.000107209845737,4.217822788632475e-05,1.6455518334623775e-06,3.8341491404025874e-07,1.1516549420775846e-05,5.617294846160803e-06
121,0,test,0.0002669598907232,0.0001122851099353,6.445465260185301e-05,1.661969349697756e-06,7.268898798429291e-07,3.170963827869855e-05,2.8470985853346065e-06
122,0,test,0.0001216098244185,0.0001812553236959,4.151036046096124e-05,1.8208694996246777e-07,4.520956906617357e-07,9.391131357006088e-07,7.000356845310307e-07
123,0,test,0.0006466406048275,0.000331470335368,0.000431311171269,6.038767878635554e-06,5.519725050362467e-07,1.9618580608948832e-06,6.052409389667446e-06
124,0,test,0.0030167703516781,0.0002964046434499,3.817001925199293e-06,3.14749195240438e-06,5.071067789685912e-06,8.216591595555656e-06,1.4083355381444562e-05
125,0,test,0.0013947498518973,0.0004513965395744,0.0001114227852667,1.767174580891151e-06,3.337412181281252e-06,4.585019723890582e-07,6.001663678034674e-06
126,0,test,0.0319424681365489,0.0238954462110996,0.0270757805556058,7.963984899106435e-06,1.148360297520412e-05,8.392672498303e-06,3.346185985719785e-05
127,0,test,0.1146726980805397,0.0091156540438532,0.0362704917788505,1.201482336909976e-05,6.506553472718224e-05,0.0001275241666007,0.0002335598546778
128,0,test,0.0117216203361749,0.0010264778975397,0.0008831244776956,1.6836109352880158e-05,4.480716597754508e-05,7.855252624722198e-05,2.7465392122394405e-05
129,0,test,0.0034744488075375,0.0008140701684169,0.0022677262313663,2.3485476674522945e-07,6.451533863582881e-06,6.916614438523538e-06,1.0131765293408534e-06
130,0,test,0.0025472019333392,0.0004883907968178,0.0011558136902749,3.0553988494830264e-07,7.276222277141642e-06,1.9720291675184853e-06,3.665897452265199e-07
131,0,test,0.018256340175867,0.0003020288713742,0.0025862241163849,1.3351102552405791e-06,3.21629922837019e-05,2.2402548438549275e-06,5.606889317277819e-06
132,0,test,0.0191773064434528,0.0007271291688084,6.0836755437776446e-05,4.333117885835236e-06,4.7135526983765885e-05,1.0874358849832788e-05,2.789499376376625e-05
133,0,test,0.0296256095170974,0.0056063877418637,0.0031232733745127,3.358695494171116e-06,4.300528871681308e-06,1.5511825495195808e-06,2.734699592110701e-06
134,1,test,0.0032493686303496,0.0008148358901962,0.001821098383516,2.512067283078068e-07,2.745514393609483e-06,8.142702085933706e-07,1.3763599326921394e-06
135,1,test,0.0044977823272347,0.0021660709753632,0.0082931295037269,7.003265523053415e-07,1.8316663954465184e-06,3.913166437996551e-06,5.511591893991863e-07
136,1,test,0.0039284918457269,0.0009023325983434,0.0023035309277474,6.847612326055241e-07,9.303978004027158e-06,1.9512976905389223e-06,3.763404947676463e-07
137,1,test,0.0037202432285994,0.0007120278896763,0.0004154369526077,7.77823387920762e-08,2.1118636084338505e-07,1.1658062248898204e-07,9.75233547251264e-07
138,1,test,0.0085711581632494,0.0017125522717833,0.0002595535188447,9.313939131061488e-07,2.158447614419856e-06,2.8795321327379497e-07,1.5306088698707754e-06
139,0,test,0.060732115060091,0.0070088584907352,0.0024370867758989,1.8892407751991414e-05,0.0002425624115858,4.960416117683053e-05,0.0001480943901697
140,1,test,0.045955941081047,0.0042240447364747,0.0001515330077381,1.1509207070048433e-05,0.00013818233856,0.0002668077650014,0.0001652283972362
141,0,test,0.0721806138753891,0.0090134227648377,0.0052708974108099,1.6451866713396155e-06,0.0003149502153974,2.189255610574037e-05,0.0001341138995485
142,1,test,0.0060550775378942,0.0018895860994234,0.0039638541638851,5.412352948042098e-07,0.0002205912605859,1.831743503544203e-07,2.9823269869666547e-05
143,1,test,0.0438023656606674,0.0013404149794951,0.0001847987005021,6.478290401901177e-07,7.324170837819111e-06,3.970882858084224e-07,5.967007382423617e-06
144,0,test,0.0069667091593146,0.0003493590629659,7.849343819543719e-05,7.803129165040446e-07,8.552260260330513e-05,1.2337770385784095e-05,1.2778463315044064e-05
145,0,test,0.0167036242783069,0.0004980743397027,0.0006561944610439,1.083690585801378e-05,0.0002304869558429,5.333978151611518e-06,8.389370486838743e-05
146,0,test,0.0005252276896499,7.445616938639432e-05,7.570796151412651e-05,1.2060642973210633e-07,1.5817487337699276e-06,8.216877176892012e-05,1.2057123058184516e-05
147,1,test,0.0138724353164434,0.0107285073027014,0.0012510891538113,2.431854454698623e-06,0.0001589299063198,6.112656410550699e-05,0.0001253732916666
148,0,test,0.0232478100806474,0.0060518244281411,0.0018132266122847,1.0442166740176615e-06,0.0001010298437904,0.0001766888890415,9.883040183922276e-05
149,1,test,0.0185017865151166,0.0073528187349438,0.0023834011517465,1.686740324657876e-05,0.0001677091931924,0.000112361027277,2.6267529392498545e-05
150,0,test,0.0260255951434373,0.0160571318119764,0.0028806752525269,1.1468634511402342e-05,3.648303390946239e-05,0.0001212852803291,8.887135481927544e-05
151,1,test,0.0098687149584293,0.0246224123984575,0.0130609739571809,0.000127869847347,0.0001496221375418,0.0001634493673918,0.0001508494460722
152,0,test,0.0626757517457008,0.018850740045309,0.0008877516956999,2.4500273866578937e-05,4.375518255983479e-05,2.046016106760362e-06,3.1480754842050374e-05
153,1,test,0.0068181534297764,0.0009040553122758,0.0010574978077784,5.015518240725214e-07,6.418718385248212e-06,2.1181288047955604e-06,4.510806775215315e-06
154,1,test,0.0078580165281891,0.002998444950208,0.0083446418866515,7.679705595364794e-05,0.0002360194339416,8.05169329396449e-05,8.682806947035715e-05
155,1,test,0.0072885234840214,0.003955990076065,0.0009052990353666,2.4351855245186016e-05,7.393003033939749e-05,6.691722956020385e-05,2.5115597964031625e-05
156,0,test,0.0045560309663414,0.0012027634074911,0.0011929060565307,4.9483323891763575e-06,0.00017915040371,0.0004377027216833,0.0001327014615526
157,0,test,0.0095258485525846,0.0081231603398919,0.0005324286175891,0.0001906191610032,0.000323695334373,0.0003798043471761,0.0003295951464679
158,0,test,0.007723418995738,0.0001364483177894,0.0006348026799969,1.2833009350288194e-05,0.0002310356794623,0.0002146636688848,0.0003084999334532
159,0,test,0.0024747897405177,0.0013604616979137,0.0004797673027496,1.3516340686692274e-06,3.620755160227418e-05,4.658121179090813e-05,1.2444983440218492e-05
160,0,test,0.0106670875102281,0.0007907940889708,0.0001532754249637,3.3911103969330725e-07,5.6179502280429006e-05,6.793730335630244e-06,6.931055395398289e-06
161,0,test,0.0013062338111922,0.0005196707788854,0.000361757032806,1.5294055799586206e-07,5.457114298224042e-07,3.10530886054039e-05,1.6740143109927885e-05
162,0,test,0.004241844639182,0.0026636230759322,0.0005647905054502,1.1362948271198547e-06,1.4793464288231917e-05,8.860664820531383e-05,0.0001517241325927
163,1,test,0.0601319707930088,0.0030353842303156,0.0003628812264651,4.679943970131717e-07,6.505352757812943e-06,1.469116227781342e-06,4.804126660928887e-07
164,1,test,0.0090475445613265,0.0004787165671586,0.0006021949229761,8.543872809241293e-07,1.0332348210795317e-05,1.5894238458713517e-06,1.9123571348700358e-07
165,1,test,0.0087258368730545,0.0010485884267836,0.000188259902643,2.645224697062077e-07,8.046697530517122e-07,2.541152070989483e-07,4.435406708580558e-08
166,1,test,0.0158784296363592,0.0035528307780623,0.0014879854861646,7.202698384389805e-07,1.6651543774059974e-05,2.211477294622455e-06,2.563290877333202e-07
167,1,test,0.0108579266816377,0.0040826043114066,0.0044352621771395,1.2425504110069596e-06,5.412606333266013e-05,6.133896476967493e-06,1.271090326326885e-07
168,1,test,0.0105013996362686,0.0134003162384033,0.000834418926388,8.325314411194995e-07,1.2612772479769774e-05,2.621949533931911e-06,4.510159783421841e-07
169,1,test,0.0136221721768379,0.0046119475737214,0.0077776568941771,1.254091898772458e-06,2.799599133140873e-05,1.115339728130493e-06,1.4581007690139813e-07
170,1,test,0.018395097926259,0.0005398015491664,0.0001900144852697,2.532672851884854e-06,2.965405110444408e-05,5.100903308630222e-07,9.389461865794146e-07
171,0,test,0.1258533895015716,0.0622969530522823,0.3442904055118561,0.0002674073912203,2.381368722126353e-05,0.0001429551193723,2.729217612795765e-06
172,1,test,0.044718611985445,0.000612482370343,0.000809519784525,1.4989675491960952e-06,3.35669974447228e-05,1.212030019814847e-05,1.6553861996726482e-06
173,1,test,0.0188617631793022,0.0026517314836382,0.0032557500526309,4.278844244254287e-06,1.915847315103747e-05,3.911659689492808e-07,2.34280764743744e-06
174,0,test,0.0164500530809164,0.0225400775671005,0.1306662857532501,2.475698602211196e-05,3.06961992464494e-05,0.0001301924203289,2.710339686018415e-06
175,0,test,0.0561885610222816,0.0226094629615545,0.1270787715911865,5.379660433391109e-05,6.968335947021842e-05,8.121525752358139e-05,1.62605556397466e-06
176,1,test,0.0137921525165438,0.0036187865771353,0.000709185434971,1.793761293811258e-05,5.64379952265881e-05,3.4808937925845385e-05,4.8791094741318375e-05
177,1,test,0.0032726270146667,0.0007328304345719,0.0007504813256673,5.463850357045885e-06,1.6076719475677237e-05,0.0003290396125521,4.73483742098324e-05
