uid,stance,set,distilbert-base-uncased_because,distilbert-base-uncased_since,distilbert-base-uncased_for,distilbert-base-uncased_with,distilbert-base-uncased_so,bert-base-uncased_because,bert-base-uncased_since,bert-base-uncased_for,bert-base-uncased_with,bert-base-uncased_so,bert-large-uncased_because,bert-large-uncased_since,bert-large-uncased_for,bert-large-uncased_with,bert-large-uncased_so,roberta-base_because,roberta-base_since,roberta-base_for,roberta-base_with,roberta-base_so,xlm-roberta-base_because,xlm-roberta-base_since,xlm-roberta-base_for,xlm-roberta-base_with,xlm-roberta-base_so,roberta-large_because,roberta-large_since,roberta-large_for,roberta-large_with,roberta-large_so,xlm-roberta-large_because,xlm-roberta-large_since,xlm-roberta-large_for,xlm-roberta-large_with,xlm-roberta-large_so
10,0,test,0.1881415694952011,0.0756199061870575,0.0019777386914938,0.000155215820996,8.533058280590922e-05,0.0759463906288147,0.0121367247775197,0.0002716074232012,1.8428476323606446e-05,7.165491751948139e-06,0.0477541051805019,0.0147271594032645,0.0001292250526603,7.962159725138918e-05,4.22364246333018e-05,5.2203875384293497e-05,6.76329273119336e-06,6.84464751543601e-08,8.124992234570527e-09,3.563467180356383e-05,0.259682685136795,0.1225325912237167,2.8178743605167256e-07,1.5293539945560044e-07,4.900798012386076e-05,0.0001021616117213,1.2964581401320174e-05,6.58935022102014e-08,2.2227702345389844e-08,2.862210749299265e-06,0.6340118050575256,0.122091956436634,1.4778380830193782e-07,2.0725738636429014e-07,0.0001066750701284
11,0,test,0.3388816118240356,0.0331679694354534,0.001830281689763,6.012989251757972e-05,0.0006943916669115,0.2140693366527557,0.0164892394095659,0.0007770639494992,3.945731077692472e-05,6.543810286530061e-06,0.6264329552650452,0.1018264889717102,0.0005836967611685,5.713857171940617e-05,6.473124085459858e-05,5.623252582154237e-05,7.451726560248062e-06,5.1204125384174404e-08,3.517504953975958e-09,8.281390364572871e-06,0.4184915125370025,0.0722897797822952,2.812763284509856e-07,3.967008410654671e-08,2.242878053948516e-06,0.0001454511220799,8.080945008259732e-06,6.034452582071026e-08,4.199150804851115e-09,4.756656380777713e-06,0.7934696078300476,0.0809677839279174,2.000460028739326e-07,3.5898438000003814e-08,4.735710535896942e-05
12,0,test,0.0642884746193885,0.0249380804598331,0.0003272967878729,0.0001814672432374,0.0005842093960382,0.0322128869593143,0.0117821134626865,0.0001678533153608,5.141018118592911e-05,0.000155114888912,0.2430161237716674,0.0690434724092483,0.0002026870206464,5.102448631078005e-05,0.0013769544893875,7.219415419967845e-05,9.472269084653815e-06,6.20841689169538e-08,5.506826550316646e-09,1.7226780983037315e-05,0.2707360982894897,0.1195158436894416,6.598889967790456e-07,3.2491888646291045e-07,0.0001006342718028,4.782984251505695e-05,3.378238943696488e-06,9.256109656519133e-09,4.302011635815006e-09,1.204858335768222e-06,0.6828888058662415,0.1013468205928802,9.440121573334181e-08,5.0391893324786e-08,2.088750625262037e-05
13,0,test,0.5565107464790344,0.0221911165863275,0.0079054562374949,4.486481338972226e-05,0.0002243620692752,0.195107027888298,0.0210730843245983,0.0005556009127758,1.255154529644642e-05,7.441338311764412e-06,0.2885182499885559,0.0412045419216156,0.0001559885859023,1.166537458630046e-05,3.566583473002538e-05,0.0001003053839667,1.1442595678090584e-05,1.03693764685886e-07,6.987460832164061e-09,0.0002204981137765,0.3315232098102569,0.0547121055424213,6.408321837625408e-07,4.917703932960649e-08,3.792647476075217e-05,0.0002905583532992,2.644341475388501e-05,3.000386072926631e-07,2.3648595970371392e-08,1.5942421669024043e-05,0.7227518558502197,0.1235633864998817,1.2360072787487297e-07,4.5942314841340703e-08,0.0001399531174683
14,0,test,0.3255989253520965,0.0386100225150585,0.0005623414763249,1.146876184066059e-05,0.0002026049769483,0.3487806022167206,0.0252650547772645,0.0001897436886793,8.394892574870028e-06,0.0001681315188761,0.2405848950147628,0.0245945286005735,6.610833224840462e-05,9.48950219026301e-06,0.0002721658092923,0.0001462802465539,1.725621405057609e-05,1.1459072624120381e-07,1.184149778232779e-09,0.0001106678246287,0.4013804793357849,0.2304178029298782,6.408641297639406e-07,4.096829542277192e-08,3.700856905197725e-05,0.0003231805749237,4.706769686890766e-05,2.112500681050733e-07,9.294435443507613e-09,1.3228417628852183e-05,0.6383370757102966,0.084657222032547,4.193528297946614e-07,3.415536866668845e-07,4.808128869626671e-05
15,0,test,0.2193138748407364,0.0144049106165766,9.393194341100752e-05,2.1673231458407827e-05,0.0002800070506054,0.0209927819669246,0.0027702557854354,4.729792271973565e-05,1.002889621304348e-05,3.122454654658213e-05,0.3377767205238342,0.1637564599514007,0.0002783031086437,5.450870230561122e-05,0.0002735865709837,0.0001071228107321,1.043276733980747e-05,2.301431401008358e-08,3.315153485061728e-09,1.7487789591541514e-05,0.3425284624099731,0.3429991602897644,1.013634118862683e-06,8.043934940360487e-07,5.113130464451388e-05,0.0001673455990385,1.9254370272392407e-05,1.5028632560643018e-07,8.981228205584557e-09,1.0532173291721849e-05,0.694231390953064,0.157284528017044,1.656637351743484e-07,9.888799468171785e-08,3.262366590206511e-05
16,1,test,0.0666738152503967,0.0061349673196673,0.0023553904611617,0.0005263649509288,7.642497803317383e-05,0.0012579552130773,0.0002705939405132,0.000236833555391,2.7981748644378968e-05,1.7283527995459735e-05,0.0132354451343417,0.004269441589713,6.197840411914513e-05,6.131156260380521e-05,4.7369470848934725e-05,8.657547368784435e-06,6.643984988841112e-07,1.9604764034397704e-08,9.399995448688972e-09,2.406315161351813e-06,0.0419640764594078,0.0262096058577299,3.233609731978504e-06,1.9393214643059764e-06,2.8449436285882257e-05,2.5207751605194065e-05,1.9756216715904884e-06,2.492973294465628e-07,5.539980207913686e-08,1.912929519676254e-06,0.3778268992900848,0.1883768886327743,9.1703020643763e-07,7.235374823721941e-07,1.3821942957292777e-05
17,1,test,0.3179130554199219,0.0378770753741264,0.0026938943192362,0.000212188650039,0.0001051869039656,0.0049484600313007,0.0003903461329173,2.9298500521690585e-05,4.923033884551842e-06,5.785996108897962e-06,0.0221932306885719,0.0050809457898139,6.540821050293744e-05,6.408996705431491e-05,6.049756848369725e-05,3.077457222389057e-05,1.507387651145109e-06,1.5106292039490654e-07,3.756647615205112e-08,1.4028143596078737e-05,0.2347864210605621,0.0516127347946167,9.830439012148418e-06,5.216229055804433e-06,7.004004874033853e-05,8.176840492524207e-05,1.2677775885094889e-05,4.869589247391559e-07,7.747219399334426e-08,4.720551714854082e-06,0.4075658619403839,0.0516983121633529,6.677703640889376e-05,5.954699372523464e-05,1.6926998796407133e-05
18,1,test,0.2492912858724594,0.0212723650038242,0.0010482650250196,1.711931145109702e-05,0.0012211946304887,0.607575535774231,0.0432217270135879,0.0004270465287845,1.4064145943848416e-05,8.295373118016869e-05,0.766716480255127,0.0466393195092678,0.0002513343060854,7.66702760301996e-06,0.0008142166770994,4.211364284856245e-05,5.493479875440244e-06,8.084315084033734e-08,8.916617444398867e-10,0.0002508903271518,0.4570374488830566,0.0380172692239284,1.6308567865053192e-06,2.9045644112102312e-08,5.31095611222554e-06,0.000189166443306,1.696581966825761e-05,7.576469585046652e-08,3.984118812638826e-09,4.065645043738186e-06,0.6401305198669434,0.0811905935406684,1.30558007072068e-07,5.083456500187823e-08,6.641358595516067e-06
19,0,test,0.8766533136367798,0.0078295283019542,0.0003534252173267,3.221651422791183e-05,0.0009682700037956,0.6548385620117188,0.0248687248677015,0.0002885548747144,1.2583645911945496e-05,0.0001193303905893,0.5752264857292175,0.0717487409710884,0.0011413355823606,2.7848913305206224e-05,0.0001738676364766,6.097664663684554e-05,7.2370517045783345e-06,3.853386232322009e-08,6.557491438741181e-09,2.1967454813420773e-05,0.5128955245018005,0.1680275946855545,5.951376351731597e-07,6.685900189040694e-08,3.1650924938730896e-05,0.0002073453797493,2.749383929767646e-05,9.291598956906456e-08,3.362972122999963e-09,4.36383288615616e-06,0.6740977764129639,0.122618168592453,1.8035116511327945e-07,6.799501761634019e-08,1.954173058038577e-05
20,1,test,0.0667466446757316,0.0028820745646953,0.0001305933110415,6.656686309725046e-06,1.4859725524729583e-05,0.0716377943754196,0.0019063625950366,4.67411991849076e-05,3.348510745126987e-06,3.899482635461027e-06,0.1057121604681015,0.0045551406219601,5.591644730884582e-05,6.337894774333108e-06,4.139188604312949e-06,9.331694309366868e-05,5.617414444714086e-06,1.6650072609536437e-07,6.564535581787823e-10,2.244400639028754e-05,0.3963834643363952,0.0376974046230316,6.668661285402777e-07,2.8871998125623577e-08,4.513734438660322e-06,0.0002081904240185,7.107028068276122e-06,5.093886201734678e-08,1.3260035292006474e-09,2.5138303954008734e-06,0.6783024668693542,0.1073107495903968,2.42580796339098e-07,5.7777118200874624e-08,2.518261226214236e-06
21,1,test,0.2351491451263427,0.0084370914846658,0.0068221795372664,0.0004241582064423,0.0001598981616552,0.0628814399242401,0.0048822215758264,0.0001852814457379,1.93407522601774e-05,1.295230322284624e-05,0.0502441637217998,0.0074714473448693,0.0001354408159386,2.8784976166207343e-05,0.0002383388782618,2.501725975889713e-05,2.400593302809284e-06,6.279985598212079e-08,2.6806830089043387e-09,5.015687747800257e-06,0.2092449069023132,0.0404104553163051,7.047656822578574e-07,3.8247350175879546e-07,3.674578329082578e-05,0.0001001646523945,7.62041236157529e-06,3.333454401399649e-08,2.640672125409082e-09,3.261429810663685e-06,0.384439617395401,0.0571318231523036,1.1090828166970824e-07,1.1309489167388165e-07,4.666287622967502e-06
22,1,test,0.3288941383361816,0.0201258994638919,0.0038640603888779,0.0004865210794378,3.4113250876544043e-05,0.0013891300186514,0.0001640070986468,3.880578151438385e-05,1.5298030120902695e-05,8.041723049245775e-06,0.028482861816883,0.0046994076110422,0.0001807751395972,0.000130163738504,0.0002677151060197,1.49220113598858e-06,9.86556969451158e-08,8.800712159029445e-09,2.9960798286765566e-09,7.00864038662985e-05,0.0225186478346586,0.0023910049349069,3.5675026310855174e-07,9.40686561534676e-07,4.063079541083425e-05,7.836480108380783e-06,4.27620051368649e-07,8.716936505948071e-09,2.1203137023917407e-09,2.605752115414361e-06,0.016985785216093,0.003982244990766,2.422778607069631e-06,2.2925721623323625e-06,5.135258470545523e-05
23,0,test,0.556483268737793,0.0795826166868209,0.0003679908404592,2.492114617780317e-05,0.0001986443239729,0.2778699398040771,0.0732893496751785,0.0010913193691521,2.9376269594649784e-05,0.000321104977047,0.3769482672214508,0.085366666316986,0.0008813496679067,5.831855378346518e-05,0.0014015837805345,6.099184611230157e-05,1.023663571686484e-05,4.0491521247076896e-08,1.4161517514210682e-09,4.297352006688016e-06,0.3182088732719421,0.1022994369268417,6.098993026171229e-07,3.289305183784563e-08,6.840314745204523e-05,7.512288721045479e-05,5.636947207676712e-06,4.723478852497465e-08,2.826720857385112e-09,5.372696705308044e-06,0.6814095377922058,0.0698124691843986,8.353202929356487e-08,5.419941118134376e-08,1.9221415641368367e-05
24,0,test,0.0627696439623832,0.0118658524006605,0.0018204251537099,4.743867248180322e-05,0.0016814651899039,0.1739656329154968,0.0092082414776086,0.0078439824283123,0.0004670674388762,0.000121044286061,0.6508619785308838,0.0274414587765932,0.0005099517875351,1.1973105756624136e-05,7.240899867611006e-05,6.935116107342765e-05,7.201190783234779e-06,9.26784124999358e-08,1.2484153710801134e-09,2.6835286917048502e-06,0.5085558295249939,0.125961422920227,6.455563834606437e-07,7.013488811935531e-08,5.734910882893018e-05,0.0002446837315801,3.7713893107138574e-05,1.120943693422305e-06,1.02036894489288e-08,3.893306711688638e-06,0.6486243605613708,0.087297223508358,8.281777468255314e-07,2.215666654592497e-07,5.284708549879724e-06
25,0,test,0.0528008043766021,0.0045421719551086,0.0007595035713165,4.528007411863655e-05,0.000256938743405,0.0294895973056554,0.0010649397736415,7.67931851441972e-05,9.151613085123245e-06,4.41709125880152e-05,0.2621437311172485,0.0087542897090315,0.0001840867917053,1.755833909555804e-05,1.665249692450743e-05,6.991791451582685e-05,6.626223239436513e-06,4.411385390312717e-08,3.2399741223265716e-10,7.946993719087914e-05,0.0976234450936317,0.0075445282272994,1.2342893569439184e-06,8.573645686738018e-07,1.0902000212809073e-05,0.0002662102051544,1.2992913070775105e-05,3.88116667693339e-08,3.344408083805206e-09,3.031321284652222e-06,0.6797691583633423,0.1232043877243995,1.1494044116489024e-07,7.207950858401091e-08,9.983715244743507e-06
26,0,test,0.1544169336557388,0.0071896715089678,0.0007197591476142,1.098802295018686e-05,0.0015304029220715,0.419878751039505,0.0274931695312261,0.0004046849207952,1.4424607797991484e-05,5.811528535559773e-05,0.4366230070590973,0.0262718871235847,0.0031325418967753,0.000477409659652,0.0002029630704782,4.0575614548288286e-05,9.480140761297662e-06,1.4066299058868026e-07,1.2763372581048316e-09,3.415230821701698e-05,0.4009085893630981,0.0923831611871719,3.814497517851123e-07,6.391417173290392e-08,5.88840848649852e-05,0.0001155466889031,1.0799463780131193e-05,6.896229365338513e-08,3.6176237561136304e-09,4.160297521593748e-06,0.6240882277488708,0.1208955124020576,1.5089615601482365e-07,6.566689592091279e-08,1.837937998061534e-05
27,0,test,0.2330108284950256,0.019248379394412,0.0011525432346388,9.9917859188281e-05,0.003010865766555,0.0309036448597908,0.0052201100625097,0.0002544975141063,2.705323095142376e-05,7.00225355103612e-05,0.0152944466099143,0.0026192250661551,5.792856245534495e-05,2.634712654980831e-05,1.1278227248112673e-05,0.0001704361493466,1.5166257981036324e-05,2.6624857127899304e-06,2.582322622401989e-08,1.0139217010873836e-05,0.1646421104669571,0.0141085488721728,9.360446142636648e-07,5.778871354777948e-07,7.30973738427565e-07,0.0001299370778724,1.0520532669033855e-05,1.1928779031222805e-06,1.896101942122641e-08,1.7751055565895513e-05,0.5384035110473633,0.0779951959848404,9.892380603560014e-07,2.859976007130172e-07,1.860966040112544e-05
28,0,test,0.8996632099151611,0.0059610195457935,0.000284066889435,6.629572453675792e-06,0.000314041855745,0.1105767041444778,0.001594576286152,0.0003596660972107,6.293687329161912e-05,6.128956556494813e-06,0.2178020179271698,0.0127462372183799,0.000155750720296,4.648695721698459e-06,2.271754965477157e-05,5.137562038726173e-05,1.2851403141667106e-07,3.0828792851878006e-09,1.8900410125866074e-09,4.2516061512287706e-05,0.5893240571022034,0.0402057133615016,2.2223308349111906e-07,2.4387412977944223e-08,6.671085884590866e-06,0.0002889424795284,8.869610610418022e-06,4.102230022340336e-08,1.2942656724135304e-08,1.9393737602513283e-05,0.2561874985694885,0.0246310029178857,2.4330333303623775e-07,1.0043750364729932e-07,3.598652619984932e-05
29,0,test,0.1611874848604202,0.0138583928346633,0.0002055185177596,4.464465291675879e-06,0.0016134007601067,0.0037545368541032,0.0001938703499035,3.5985023714601994e-05,5.80888490731013e-06,0.0002820149820763,0.0423112101852893,0.00792648922652,6.698674405924976e-05,1.672622238402255e-05,0.0021600190084427,4.169938256382011e-05,1.0546070370764936e-05,4.404848539252272e-07,1.286865503047352e-09,4.187070317129837e-06,0.2068149745464325,0.0151922050863504,2.955277693672542e-07,1.216262717207428e-07,1.2910975783597678e-05,0.0001661046553635,2.388541361142416e-05,6.89498108386033e-07,1.1919038200858267e-08,2.420363853161689e-05,0.3441351950168609,0.1217043027281761,8.644636295684904e-07,2.6504616812417225e-07,1.5253673382176205e-06
30,0,test,0.2468228787183761,0.015834966674447,0.0004337167192716,7.168289357650792e-06,0.0003098563756793,0.2851113975048065,0.0121281053870916,0.0005152422236278,1.4775308954995126e-05,0.0001152547192759,0.3110465407371521,0.0178139675408601,0.0003380753332749,9.657841474108864e-06,0.0004223732685204,5.541669816011563e-05,5.444711405289127e-06,1.6120104362471468e-07,7.327414230928753e-10,3.344508513691835e-05,0.4363340735435486,0.0996757075190544,5.936406068940414e-07,2.9253110156446386e-08,6.676925113424659e-05,0.0003852431837003,3.179614577675238e-05,1.591907619058475e-07,7.568124793522202e-09,2.923708734670072e-06,0.5726954936981201,0.1050502583384513,4.596091969233385e-07,1.0229675950768069e-07,1.6952932128333487e-05
31,1,test,0.3211736679077148,0.0323382429778575,0.0006005099858157,2.0646879420382905e-05,0.0009500214946456,0.225988820195198,0.0140502359718084,0.0001464720844523,1.0640873369993642e-05,0.0001796409633243,0.6714938282966614,0.0325064063072204,0.0002567287883721,1.6335079635609873e-05,0.000471026811283,0.0001031543579301,4.740595159091754e-06,3.3968309054444035e-08,3.964285566482317e-10,2.080500780721195e-05,0.5232810974121094,0.0449126847088336,1.792281068446755e-06,8.550910024496262e-08,1.2244993740750942e-05,0.0002077293465845,1.0087408554682042e-05,8.060003864329701e-08,7.144687952376216e-09,1.8128350802726343e-06,0.802950382232666,0.0670964047312736,6.199351076929815e-08,3.68215467005939e-08,2.194475200667512e-05
32,1,test,0.2247080355882644,0.049083437770605,0.0032819015905261,8.544814045308158e-05,0.0004071908770129,0.0762446746230125,0.0163734387606382,0.0004490750434342,3.7028134102001786e-05,5.475047510117293e-05,0.1786038130521774,0.0545733086764812,0.0006086414214223,8.794179302640259e-05,0.0001451313291909,3.870351065415889e-05,1.0261641364195384e-05,2.018679055026951e-07,7.050930062035832e-09,2.907061389123556e-05,0.4044203758239746,0.1707374900579452,7.948586926431744e-07,4.987890989127664e-08,3.917763024219312e-05,6.326472794171423e-05,1.511822483735159e-05,1.7520378037261253e-07,5.0876657553544646e-08,2.3311104087042622e-06,0.3421849608421325,0.2254847288131714,1.231095154707873e-07,2.451446619033959e-07,1.1265162356721705e-05
33,1,test,0.0865349024534225,0.0044940127991139,0.0009440120193175,0.0001976988569367,0.0001070430080289,0.0459374375641346,0.0078102052211761,0.0018634600564837,9.781717380974442e-05,4.001480647275457e-06,0.4558356702327728,0.028029665350914,0.0002840858942363,2.50605953624472e-05,2.2514966985909268e-05,4.1147701267618686e-05,3.6058745536138304e-06,7.21028712291627e-08,1.1065736105209112e-09,0.0001640942937228,0.2910883724689483,0.0664224028587341,5.094829020890757e-07,8.048500177437745e-08,1.4137877769826446e-05,8.064162830123678e-05,7.193565124907764e-06,2.262267173591681e-08,5.860575913452235e-10,1.8254781025461853e-05,0.5275501608848572,0.1443452835083007,7.605513587805035e-07,5.956806035101181e-07,7.383803676930256e-06
34,1,test,0.0843234807252883,0.0030636347364634,0.0001803978084353,2.464000317559112e-05,0.0003215072210878,0.2786416709423065,0.0086856111884117,0.0005002930411137,2.8422107789083384e-05,3.524660496623255e-05,0.7784770131111145,0.0250977128744125,0.0004379425663501,9.808400136535056e-06,0.0001421114866388,3.826426109299064e-05,3.6410597203939687e-06,7.229512277717731e-08,1.3218528494007842e-09,4.728171916212887e-05,0.2000675797462463,0.0128607349470257,2.1371577076934045e-06,1.5589799886583933e-06,3.3259898373216856e-06,0.0001377089065499,6.821478109486634e-06,4.3146730632770414e-08,2.052822356546357e-09,9.75649800238898e-06,0.6300684809684753,0.0653871372342109,1.614346842870873e-07,7.149042602350164e-08,6.441586720029591e-06
35,1,test,0.441126137971878,0.0331824123859405,0.0046128528192639,4.176756920060143e-05,0.0005577338160946,0.2421143949031829,0.0235574878752231,0.0019538588821887,2.8743896109517664e-05,9.972498446586542e-06,0.390511691570282,0.0188508313149213,0.0002756770991254,1.056669952959055e-05,4.37852977483999e-05,2.659501478774473e-05,3.95770348404767e-06,1.4407275727990054e-07,1.4587046015535066e-09,3.599416913857567e-06,0.2933820188045501,0.0495241768658161,1.3574191370935296e-06,3.249711610919803e-08,1.3064744962321129e-05,4.085009277332574e-05,8.228522347053513e-06,9.947467560778025e-08,1.9707850629213647e-10,9.4856486612116e-06,0.6442402005195618,0.1125774160027504,2.385283615069511e-08,1.0090799307249654e-08,1.7650335166763398e-06
