uid,stance,set,distilbert-base-uncased_because,distilbert-base-uncased_since,distilbert-base-uncased_but,distilbert-base-uncased_while,distilbert-base-uncased_although,distilbert-base-uncased_though,distilbert-base-uncased_for,distilbert-base-uncased_with,distilbert-base-uncased_so,distilbert-base-uncased_yet,distilbert-base-uncased_still,bert-base-uncased_because,bert-base-uncased_since,bert-base-uncased_but,bert-base-uncased_while,bert-base-uncased_although,bert-base-uncased_for,bert-base-uncased_though,bert-base-uncased_with,bert-base-uncased_so,bert-base-uncased_yet,bert-base-uncased_still,bert-large-uncased_because,bert-large-uncased_since,bert-large-uncased_for,bert-large-uncased_but,bert-large-uncased_while,bert-large-uncased_although,bert-large-uncased_with,bert-large-uncased_though,bert-large-uncased_so,bert-large-uncased_yet,bert-large-uncased_still,roberta-base_because,roberta-base_since,roberta-base_but,roberta-base_for,roberta-base_although,roberta-base_though,roberta-base_while,roberta-base_with,roberta-base_so,roberta-base_yet,roberta-base_still,xlm-roberta-base_because,xlm-roberta-base_since,xlm-roberta-base_although,xlm-roberta-base_while,xlm-roberta-base_but,xlm-roberta-base_for,xlm-roberta-base_though,xlm-roberta-base_with,xlm-roberta-base_so,xlm-roberta-base_still,xlm-roberta-base_yet,roberta-large_because,roberta-large_since,roberta-large_while,roberta-large_for,roberta-large_but,roberta-large_although,roberta-large_though,roberta-large_with,roberta-large_so,roberta-large_yet,roberta-large_still,xlm-roberta-large_because,xlm-roberta-large_since,xlm-roberta-large_although,xlm-roberta-large_while,xlm-roberta-large_for,xlm-roberta-large_but,xlm-roberta-large_though,xlm-roberta-large_with,xlm-roberta-large_so,xlm-roberta-large_yet,xlm-roberta-large_still
283,1,test,0.2629232406616211,0.0345370657742023,0.0017348713008686,0.0063658682629466,0.0020571106579154,0.0012869326164945,0.0125444186851382,7.214419019874185e-05,0.0030628589447587,3.0700164643349126e-05,1.6780224143531086e-07,0.0940584316849708,0.0532138161361217,0.0010304114548489,0.0018693812889978,0.000899534963537,0.0248769372701644,0.0005552454385906,0.0010480334749445,0.0044926041737198,2.599865547381341e-05,3.031079131687875e-06,0.0312478747218847,0.010926648043096,0.0032760454341769,0.0005692007252946,0.0021009605843573,0.0002209558879258,0.0005831164307892,0.0001773322001099,0.0058203376829624,1.708679337752983e-05,1.1708818874467395e-06,2.7025193958252203e-06,9.310732451695004e-08,1.2707258179034397e-07,2.10166447800475e-07,2.9321334693577228e-08,9.335178852154511e-09,4.310284111852525e-07,2.169437518517725e-09,3.428204217925668e-05,2.3251659513334744e-06,3.21726133734046e-07,0.3688657581806183,0.0318636484444141,0.0023837734479457,2.8000056317978306e-06,1.6561979236939806e-06,5.161501803740975e-07,6.216750989551656e-07,1.1280461365004157e-07,8.684206477482803e-06,4.763835192989063e-07,2.886922345624044e-07,7.384956552414224e-05,2.293090119565022e-06,9.644436431699432e-07,4.208413429296343e-06,5.65416712561273e-06,8.348060873686336e-07,7.352174407060375e-07,1.1131415789122913e-07,4.388088200357743e-06,2.215106360381469e-05,3.8844862615405873e-07,0.4955696165561676,0.0592616759240627,0.0006334216450341,5.834209559907322e-07,1.448758126798566e-07,2.424344529572409e-07,5.080231630927301e-07,7.62327303505117e-08,2.68899407274148e-06,1.79610651684925e-07,6.014482067939754e-08
284,1,test,0.2353742867708206,0.0262210629880428,0.0072712539695203,0.0090894484892487,0.0021829130128026,0.0028729459736496,0.0008246190263889,4.621074549504556e-05,0.003178576240316,0.0001030122366501,2.934219480721368e-07,0.2442735284566879,0.0319748595356941,0.0032483099494129,0.0004177641822025,0.0006208483828231,0.0003244231047574,0.0001981717068701,3.13706295855809e-05,0.0034384459722787,5.6350512750213966e-05,6.803122118981264e-07,0.3422134220600128,0.0250472482293844,0.0061922245658934,0.0018421608256176,0.0002234072308056,0.0001154598066932,1.3060278433840722e-05,7.46569421608001e-05,0.0019668682944029,0.0001673810620559,6.360166935337475e-07,6.771501648472622e-05,8.020095947358641e-07,7.099827143974835e-06,4.966634037373296e-07,1.1554418222203826e-07,5.2700581676390363e-08,2.2410972633224446e-06,4.886719917607252e-09,1.029984900924319e-06,1.1818444818345597e-06,3.280089311274992e-09,0.4766196608543396,0.0062606446444988,0.0013674237998202,2.8086049042030936e-06,8.538333349861205e-05,2.129220774804708e-06,4.980192443326814e-06,1.8817269165083417e-07,1.34024321596371e-05,1.3274856769385226e-07,4.179527763881197e-07,0.0003249462461099,1.801366693143791e-06,9.452926263975314e-08,2.35286805150281e-07,1.097174276765145e-06,7.29376807839799e-08,9.94186564184929e-08,5.640701239428836e-09,3.5640869100461714e-06,7.85270248826464e-09,1.2634128410127232e-08,0.6070902347564697,0.0480427257716655,0.0001693728991085,2.2982254677117453e-07,3.93189225178503e-07,3.762242783977854e-07,9.988784199777001e-08,1.416699912937247e-08,2.0550967292365385e-06,1.089190391212469e-07,4.260810015921379e-08
285,1,test,0.0701853409409523,0.0396058112382888,0.0091781644150614,0.0064220922067761,0.0098031172528862,0.0068072690628468,0.0003759567334782,3.284067861386575e-05,0.0301186591386795,0.0002356885233893,3.5789614116765733e-07,0.0027707088738679,0.001114961807616,0.010956548154354,0.0022579149808734,0.0025458550080657,8.253727719420567e-05,0.0009693818283267,5.032595800003037e-05,0.0016046649543568,0.0001249338965862,1.2167222394054988e-06,0.0014072204940021,0.000392033602111,3.386756725376472e-05,0.0021659506019204,0.001773445867002,0.0006675572367385,2.789195605146233e-05,0.0001899772178148,0.0046629500575363,0.000104469472717,4.407230335345957e-06,1.6185770945753575e-08,3.1380842369088673e-09,1.881334696918202e-07,2.4246182839249286e-09,2.9939027257341884e-08,4.681021081864856e-08,1.9015573116121237e-07,1.03353825497976e-09,1.335141951130936e-05,2.4726830361032626e-07,4.164332523259873e-08,0.0039627063088119,0.0008948746253736,0.0002551866637077,4.487810656428337e-06,9.145551302935928e-06,7.032653570604452e-07,3.406339033062977e-07,6.087041271030105e-08,7.190978408289084e-07,6.47964952804614e-08,1.3052802216861892e-07,3.643451407242537e-07,1.2164292684246902e-07,2.7457363103167154e-06,6.738010682738604e-08,2.703910013224231e-06,2.427015601824678e-07,5.790103045910655e-07,9.313639282027e-08,3.912829924956895e-06,5.96425934418221e-06,1.7381756833856349e-07,0.0016164706321433,0.0002889318857342,7.704625750193372e-05,1.769279333529994e-05,1.0808329307110398e-06,1.216331475006882e-05,9.98647101368988e-06,4.236109816702083e-06,3.491140319056285e-07,9.57637666942901e-08,4.534026931679591e-09
286,1,test,0.2350604236125946,0.0982368439435958,0.0293707866221666,0.0117402775213122,0.0050482968799769,0.0055005610920488,0.000758749898523,0.0001016189853544,0.0058906958438456,0.0002258314198115,1.1390912732167637e-05,0.2967565953731537,0.1121102273464202,0.0091367196291685,0.0010626404546201,0.0013160640373826,0.0006025254260748,0.000506850075908,5.272775160847232e-05,0.007378791924566,3.585184458643198e-05,3.6274057038099272e-06,0.4290531277656555,0.1330994069576263,0.0019584991969168,0.0064122769981622,0.0004826566728297,0.0005490386392921,2.6924275516648777e-05,0.0002655290300026,0.0111586097627878,4.342538159107789e-05,2.3335539935942502e-06,8.36543767945841e-05,7.306753104785457e-06,1.4414823681363489e-06,5.354282848202274e-07,1.2822613371099578e-07,7.007260904856595e-08,9.047352023117128e-07,2.724685588262332e-09,2.5618663130444475e-05,7.665271368750837e-06,2.4534914544460665e-08,0.645951509475708,0.0357986353337764,0.0009614762966521,1.8451719370204955e-06,3.6248762626200914e-05,6.328567110358563e-07,3.872874458465958e-06,5.1020098368326217e-08,3.643068112069159e-06,1.4319668650841777e-07,1.2934620485793857e-07,0.000316542253131,1.3360865523281971e-05,1.1423522749964833e-07,8.222313141459382e-08,4.251582595315995e-06,4.555246562176762e-07,8.69679638526577e-07,4.4887440431296e-09,0.0001683842419879,5.892356966796797e-06,6.895195951983624e-07,0.704716145992279,0.0626696348190307,0.0002193573745898,2.958264246899489e-07,1.311210411358843e-07,5.270881047181319e-07,1.6189187590498477e-07,9.59502877151408e-09,5.042034899815917e-06,7.491453857255692e-08,9.742931439404857e-08
287,1,test,0.263698011636734,0.0764053836464881,0.011961561627686,0.0057323165237903,0.0031641072127968,0.0028977403417229,0.0003758576058316,3.106283111264929e-05,0.0123213743790984,0.0001565225684316,6.664482725682319e-07,0.3166788518428802,0.07823496311903,0.0045406250283122,0.0007538326899521,0.0011624020989984,0.0003125731018371,0.0003326433652546,3.2893571187742054e-05,0.0097669167444109,5.958305700914934e-05,2.7898345251742285e-06,0.2646448612213135,0.0937997475266456,0.0009074149420484,0.0030318312346935,0.0003514450800139,0.0002955484669655,1.2972774129593743e-05,0.0001631315390113,0.0052495300769805,9.157280874205752e-05,4.316352260502754e-06,8.760226046433672e-05,6.507175839942647e-06,2.3296747713175137e-06,8.395095960622712e-07,2.473311440098769e-07,8.853346145087927e-08,8.52744506119052e-07,2.176501423534205e-09,1.961515772563871e-05,5.270953806757461e-07,1.5254876473136392e-08,0.6218303442001343,0.0313450843095779,0.0015811272896826,3.3556025300640613e-06,2.99182011076482e-05,9.768974678081577e-07,8.131643880915362e-06,9.001175982348286e-08,0.0001021126008708,3.44583867217807e-07,2.379153727360972e-07,0.000323551648762,1.0170944733545184e-05,3.124966667655827e-07,6.279342983361857e-07,6.945751465536887e-06,7.118006806194899e-07,8.412695819970395e-07,1.723901021932761e-08,1.8155016732634977e-05,5.007346999263973e-07,1.3405205834260414e-07,0.6484552621841431,0.0715972036123275,0.0002607121132314,4.3793602344521787e-07,2.2312021030757026e-07,4.355619012130774e-07,2.664578744315804e-07,1.8825902614594276e-08,0.0001563159312354,2.4213605342993105e-07,1.1731916060853109e-07
288,1,test,0.2712343037128448,0.078147292137146,0.0190721172839403,0.0077991532161831,0.0053843446075916,0.0044405465014278,0.0006344289868138,0.0008348992560058,0.0601739883422851,0.0001422467903466,1.078707668966672e-06,0.1694630831480026,0.0286185014992952,0.0155809326097369,0.0018348672892898,0.0013965691905468,0.0003494257689453,0.0009339554817415,0.0006244956166483,0.0058896243572235,7.433539576595649e-05,9.336586686004012e-07,0.4060214161872864,0.0512808300554752,0.002354095224291,0.0049268389120697,0.0013625321444123,0.0005198805592954,0.000282050052192,0.0005194174591451,0.0012431853683665,8.838632493279874e-05,2.105774683514028e-06,7.644137076567858e-05,2.4021787794481497e-06,4.348639322415693e-06,2.121349140793427e-08,4.8850228751007314e-08,5.918628431800244e-08,2.330325088450991e-07,3.724431207885459e-09,9.260614206141328e-06,8.82533470303315e-07,1.3931536813061033e-08,0.0323741547763347,0.0011223640758544,0.0003192063304595,3.481377234493266e-06,0.000170364844962,5.752509082412871e-07,2.454505874993629e-06,1.2924570000905078e-06,3.106864141955157e-06,1.2001065918809672e-08,1.8733338436049962e-07,2.9240774892969057e-05,1.4911493053659797e-06,5.078624809584653e-08,1.530579218922412e-08,4.843288365918852e-07,3.2481320744182085e-08,1.424009639094948e-07,1.0026680596908475e-09,5.6183503147622105e-06,1.7289956986132893e-06,4.719802291219821e-07,0.2481199502944946,0.0050458428449928,0.0002176174311898,1.0760552413557889e-06,1.1132105726119337e-07,2.007959892580402e-06,1.7757063233148074e-06,2.932639517894131e-07,8.288984645332675e-07,6.655407673861191e-07,5.8698761407072206e-09
289,1,test,0.1427919566631317,0.0413899384438991,0.0028583745006471,0.0069882068783044,0.0023018126375973,0.0019082298967987,0.0009598078322596,0.0001173631098936,0.0134680205956101,0.0001009747502394,4.987560373592714e-07,0.2742697894573211,0.0939400941133499,0.0019705921877175,0.003052877029404,0.0007160819368436,0.0019727856852114,0.0003018760471604,0.0008899957174435,0.0259050317108631,1.7508848031866364e-05,5.12951146447449e-07,0.3952123522758484,0.0781162306666374,0.0016999207437038,0.0018056930275633,0.0020547593012452,0.0004964145482517,0.0001611035113455,0.000299342587823,0.0057420847006142,6.485650374088436e-05,1.662753902564873e-06,3.921834286302328e-05,6.505125611511176e-07,2.4508731257810723e-06,2.191405101825694e-08,3.86074994196406e-08,2.3213093669482987e-08,4.3837843577421154e-07,2.1621917589698114e-09,1.725459355839121e-06,2.661845712736977e-07,7.259000511794511e-09,0.015861727297306,0.0007889079861342,0.0011764293303713,1.906429929476872e-06,7.953646672831383e-06,1.508144009676471e-07,8.064791359174706e-07,3.997845610115292e-08,2.2911933683644747e-06,1.3114709318529094e-08,7.479641794816416e-08,6.328562449198216e-05,2.522209797461983e-06,6.533307441713987e-07,8.84281448065849e-08,1.966000809261459e-06,1.0838039088412189e-07,5.463261913973838e-07,4.788844432113137e-09,2.342621883144602e-06,5.489876457431819e-06,1.366308310934983e-07,0.108875386416912,0.0031496174633502,4.444803562364541e-05,5.117064461046539e-07,9.383391841311097e-09,3.487671449420305e-07,1.4668019332475526e-07,3.944426651969479e-08,4.049264816785581e-07,3.102713890257292e-07,4.244979090461953e-10
290,0,test,0.1839128583669662,0.0464650355279445,0.0309328790754079,0.0022632617037743,0.0048715672455728,0.0043503884226083,0.0009950406383723,5.948022590018809e-05,0.0253818426281213,3.1124072847887874e-05,5.179561526347243e-07,0.06770970672369,0.0138357067480683,0.0147221973165869,0.0010615363717079,0.0009762512054294,0.0001972818863578,0.0007226925808936,0.000221351860091,0.0022814504336565,6.283745733526303e-06,4.935573088005185e-07,0.0104074934497475,0.0020534547511488,0.0002187233912991,0.0384218394756317,0.0016204675193876,0.0010196946095675,0.0003227742563467,0.0014637626009061,0.0067828437313437,3.186415051459335e-05,4.069084752700292e-06,4.622571395884734e-06,1.9437545972778025e-07,2.660566678969189e-06,1.5301196754080593e-08,1.2996780185403622e-07,7.921251210518676e-08,3.708328506490943e-07,1.5032171063467104e-08,3.7254931157804094e-06,4.04683333954381e-07,4.0942531143173255e-08,0.0252736695110797,0.0011101170675829,0.0012311148457229,3.2703246688470244e-06,4.2984513129340485e-05,1.298048886155812e-07,2.9329096378205577e-06,1.1808729283302459e-07,5.240007794782287e-06,5.30427826106461e-08,2.051952918691313e-07,8.289407560369e-06,2.682821218513709e-07,4.972880560671911e-07,9.075477258591036e-09,5.4880210882402025e-06,9.40039583952057e-08,2.4992527869471814e-07,1.0406911776783543e-08,3.5997259146824945e-06,1.954637582457508e-06,1.1441551350799273e-07,0.203145831823349,0.0098423529416322,0.0008340642089024,7.397087529170676e-07,3.7615375703126126e-08,2.0043805761815747e-06,1.3253959423309425e-06,7.99983297383733e-08,3.849915174214402e-06,1.6304855421367392e-07,1.2638449398139072e-08
291,0,test,0.0010029178811237,0.0001966919226106,0.0021055417601019,0.000864245230332,0.0004053785814903,0.0006229607970453,1.0667995411495212e-05,2.6432588128955103e-05,0.0171379968523979,4.218699541524984e-05,2.172072441908313e-07,0.0018706767586991,0.0001131309472839,0.0006457712734118,0.0020881847012788,0.0001231456408277,1.3557748388848267e-05,6.600267079193145e-05,2.20224592339946e-05,0.0030683542136102,6.158282758406131e-06,1.0459144732521963e-06,0.0013203799026086,0.0001522820093668,1.6804902770672925e-05,0.0004820488102268,0.0014914225321263,0.0001491108851041,7.804846063663717e-06,0.00013577840582,0.0005014815833419,7.706407814112026e-06,2.122931618941948e-06,1.4112870871940686e-08,8.51533121792869e-10,3.5868050751730603e-09,1.7765111604006734e-10,2.5916369050804633e-09,2.4964157407936227e-09,2.15101199074752e-08,4.200063560833023e-11,1.772926907506189e-06,2.898162279052485e-07,2.1340318312468298e-07,0.0003579292097128,0.0001119403823395,9.40965546760708e-05,3.396423267076898e-07,5.183232687500095e-08,2.839991575243061e-09,3.8125715917658454e-08,7.791761902353755e-09,3.0535447876900434e-06,2.165086954164508e-08,1.4650606061650253e-08,4.245246643108658e-08,1.7705521493383003e-09,1.839181607010687e-08,1.7053682077605714e-10,3.168740603243236e-09,1.4391083880127551e-09,1.106682301355022e-09,4.884100901492161e-10,3.0547969345207093e-06,1.5818655185739774e-07,3.2858153531378775e-08,0.000270330463536,5.746826354879886e-05,4.0288785385200754e-05,1.5825762034182844e-07,2.80152190335059e-09,7.595829742967908e-09,4.022560773364604e-08,3.395212555545868e-09,1.259219970961567e-06,5.9011217246052183e-08,1.1783327202863349e-08
292,1,test,0.0944572836160659,0.0111386217176914,0.0325462035834789,0.0074123470112681,0.0042878142558038,0.0022882302291691,0.0054164608009159,0.0050058448687195,0.0144755141809582,6.05213426752016e-05,5.847888360221987e-07,0.0644804164767265,0.0168369468301534,0.0097281588241457,0.0014848657883703,0.0003397718537598,0.0015931690577417,0.0002354806056246,0.0012897785054519,0.0020060818642377,3.553686838131398e-05,4.258341959939571e-06,0.1993862390518188,0.0670573860406875,0.0040593794547021,0.0079546282067894,0.0020159306004643,0.0011312050046399,0.000252913654549,0.0010312654776498,0.0044311406090855,3.835991810774431e-05,7.570679372292943e-06,1.5847124814172275e-05,4.347416052041808e-06,1.687438953013043e-07,1.322100757761291e-07,7.769761367626415e-08,3.9968348630736734e-08,1.1649792241996693e-08,6.68246180612897e-10,1.5792482372489758e-05,7.522726832576154e-07,1.1515265185835233e-08,0.179503247141838,0.019353836774826,0.0040983464568853,2.16813464248844e-06,5.9128774410055485e-06,1.1537475756995264e-06,2.1957180251774844e-06,6.453669243455806e-07,2.8976219255127944e-06,2.8319755429606637e-08,2.7333301844123525e-08,2.8160207875771448e-05,4.6116933845041785e-06,5.7261747343773095e-08,9.186559957186093e-09,5.723379459254829e-08,6.071277169894529e-08,9.844661263969101e-08,2.518536712514674e-09,0.0001220637495862,3.194293469732657e-07,1.786567054296029e-07,0.1398187279701233,0.0183905959129333,0.0002653086557984,6.07588617640431e-07,9.915622456446729e-08,1.0863460175869477e-07,6.376978376465559e-07,3.510274666496116e-07,4.851420726481592e-06,2.046858895710102e-07,6.22404385808295e-08
293,1,test,0.1178581267595291,0.0774654075503349,0.0402158983051776,0.0026739547029137,0.0114231240004301,0.0090853050351142,0.000627264205832,0.0004087104462087,0.0174275189638137,8.162787707988173e-05,6.352869945658313e-07,0.131989449262619,0.0488367527723312,0.0032447406556457,0.0004961797385476,0.0008766073733568,0.0005933495122008,0.0003599859774112,0.0003282517427578,0.0051459558308124,1.407285344612319e-05,1.195118443320098e-06,0.313653826713562,0.107779860496521,0.0019945662934333,0.0071690906770527,0.00075012689922,0.0019050363916903,0.0001192295239889,0.0007798292208462,0.0047816024161875,2.170760490116664e-05,2.524378942325712e-06,4.246114622219466e-05,4.054664714203682e-06,7.105951681296574e-06,2.287282256929757e-07,5.254093480289157e-07,2.753282899448095e-07,4.819884935614027e-08,1.5816608023300203e-09,7.020688644843176e-05,1.1745146366592962e-06,3.456468533613588e-08,0.1447140723466873,0.0177205204963684,0.0057308441027998,2.5128115339612123e-06,1.896517278510146e-05,7.31403758891247e-07,4.200340754323406e-06,5.25688164998428e-07,2.349511851207353e-05,5.810121805893687e-08,1.694478015679124e-07,4.7313504182966426e-05,3.873076366289752e-06,5.5074348637162984e-08,3.1092653784980946e-08,1.5331394820350397e-07,6.170999711230253e-08,1.1321405679609597e-07,3.218344035715859e-09,9.017430784297176e-06,1.4476582919087375e-06,2.4190768499465776e-07,0.3396553993225097,0.0302918404340744,0.0003855907125398,8.584176498516172e-07,1.9877042234384135e-07,2.608565523587459e-07,9.075625371224304e-07,2.122019253647523e-07,5.335715741239255e-06,1.6820089285829454e-06,6.103017113900934e-08
294,1,test,0.0431756600737571,0.0020434665493667,0.164719209074974,0.0056886659003794,0.00408352073282,0.0028667985461652,0.0004258873232174,1.4943044334359e-05,0.0071811727248132,4.597267252393067e-05,1.874277586466633e-07,0.0720050558447837,0.0052431146614253,0.0428851246833801,0.000444952311227,0.00194459897466,0.0005037637311033,0.0011358453193679,3.8802252674940974e-05,0.0237069930881261,3.554388604243286e-05,8.403530955547467e-07,0.030923917889595,0.0054965573363006,0.0004824674397241,0.0271423161029815,0.0003037391288671,0.0024044681340456,5.130343924975023e-05,0.0013969728024676,0.0279725175350904,6.37840130366385e-05,5.18848491992685e-06,8.861959031492006e-06,7.766968792566331e-07,5.876308478036663e-06,4.862521905124595e-07,1.0747147598522131e-06,3.73612635939935e-07,3.327925313101332e-08,1.971620422480669e-09,4.966336564393714e-05,1.2699701734675273e-08,1.7318022571544134e-08,0.1081351414322853,0.0013836064608767,0.0195708032697439,5.215891860643751e-07,2.80003860098077e-05,1.540909266850577e-07,1.0241915333608633e-05,3.6600365405092816e-08,6.127310371084604e-06,2.7984013328818943e-08,2.7484762910034988e-08,3.952916449634358e-05,6.511634751404927e-07,1.0229312508158728e-08,1.5133752029328207e-08,1.3704594721275498e-06,1.257406978538711e-07,3.119267262263748e-07,5.247288714649301e-10,1.2641304238059092e-05,1.887229359454068e-07,1.1719503589802117e-07,0.676557183265686,0.010799553245306,0.0003085458884015,8.78859793829179e-08,5.463608587774617e-08,4.501983141835808e-07,2.464061878981738e-07,6.244682104750154e-09,7.88084707892267e-06,6.572591360054504e-08,2.083146455333917e-08
295,1,test,0.1107247620820999,0.0405664704740047,0.0274722967296838,0.0122217973694205,0.0174012277275323,0.0098611311987042,0.0007675774977542,0.0005191752570681,0.0120457336306571,0.0001205843364004,5.08557775447116e-07,0.0445164516568183,0.0142384944483637,0.0264020804315805,0.0016385694034397,0.0046100569888949,0.0001679756969679,0.0027307656127959,0.0001276230614166,0.0159174520522356,0.0001565003476571,1.7163267784781056e-06,0.1113529801368713,0.1019891053438186,0.0002685430517885,0.006441552657634,0.0092211524024605,0.0044528278522193,0.0002101433055941,0.0034165459219366,0.0063543696887791,8.554907253710553e-05,2.365432919759769e-06,7.540875685663195e-06,2.592398686829256e-06,1.0088256203744097e-05,1.5269501218995174e-08,3.2269815619656583e-06,3.214363914594287e-06,7.906580208327796e-07,8.611920954137986e-09,2.8364325771690343e-05,7.4359836617077235e-06,3.491407767342025e-07,0.017973992973566,0.0023446697741746,0.0070537156425416,7.342335266002919e-06,1.7721042240737006e-05,2.5476353471276525e-07,4.075508968526265e-06,6.272276920071819e-08,1.5849318515392952e-06,2.04921430935201e-08,3.2617315071092896e-08,3.985046350862831e-05,4.82387213196489e-06,3.344816377648385e-06,6.437957011939943e-08,9.606562343833502e-06,1.7098776652346714e-06,9.752708137966692e-06,3.1865940997022335e-08,0.0001140229651355,3.847616608254612e-05,3.189188419128186e-06,0.0273400973528623,0.0010620983084663,0.0003047714126296,9.311282838098124e-07,9.01258658814186e-08,3.3041851565940306e-06,1.3931738749306533e-06,9.456791616457849e-08,1.4218462638382334e-06,4.739209487070184e-07,1.0456393795266197e-07
296,0,test,0.3262855410575866,0.1266150027513504,0.0230642855167388,0.0053877150639891,0.0109012359753251,0.0089223580434918,0.0004681297868955,6.654192839050665e-05,0.0064317807555198,9.70293185673654e-05,1.1873720495714224e-06,0.0980025678873062,0.0377505831420421,0.0136202722787857,0.0019408941734582,0.0031405938789248,0.0004772495594806,0.0017522639827802,0.000185323486221,0.015172024257481,5.000926466891542e-05,4.354493285063654e-06,0.0761193931102752,0.0476436577737331,0.0005243859486654,0.0431654900312423,0.0044415057636797,0.0089079355821013,0.000146780279465,0.0055698845535516,0.002074179938063,4.790388265973888e-05,6.720460532960715e-06,1.859162148321048e-05,1.0328860753361369e-06,7.330194421228953e-06,7.380062339024107e-09,1.0917224244622048e-06,2.2237986740947235e-06,7.987806611708947e-07,6.90742296693969e-10,2.747263170022052e-05,1.6314346567014582e-06,5.168116246068166e-08,0.0194687228649854,0.0012425538152456,0.0013848160160705,1.963252316272701e-07,3.001001459779218e-06,1.8678385060866283e-08,4.3361032453503867e-07,5.568723260296338e-09,9.21444495816104e-07,7.431596227291948e-09,3.4580065033651415e-08,3.633809319580905e-05,1.4179474874254083e-06,5.164146728020569e-07,1.4553474869671844e-08,2.2291464119916785e-05,6.4548730733804405e-06,2.59084135905141e-05,1.215435863066716e-09,2.541344838391524e-05,0.0001731382508296,2.189214137615636e-05,0.3813362717628479,0.0160421691834926,0.0006590322591364,1.511001812559698e-07,2.6024530086488085e-08,3.879778432747116e-06,1.8226727434011991e-06,3.465001796598699e-08,4.1742687244550325e-06,4.909886229143012e-06,7.345651198420455e-08
297,0,test,0.3041139245033264,0.0358135774731636,0.0502712689340114,0.0106012541800737,0.008069640956819,0.0046855849213898,0.0003798994002863,8.950883784564212e-05,0.009345268830657,0.0003007457125931,4.315742444305215e-06,0.0581088177859783,0.0227322913706302,0.0448586270213127,0.0023815082386136,0.0064747617579996,0.0001539135701023,0.0034805641043931,8.363827510038391e-05,0.0076281130313873,0.0001064718453562,1.801765756681561e-05,0.0743382722139358,0.0622836723923683,0.0002329984708921,0.2712123692035675,0.0022975604515522,0.0258977673947811,8.233507833210751e-05,0.0106826163828372,0.000431582215242,3.468960494501516e-05,4.659872047341196e-06,8.70730491442373e-06,3.564904886843579e-07,5.662926014338154e-06,7.55379403472034e-09,1.528788061477826e-06,3.396668716959539e-06,1.3229068827058654e-06,2.753061112414912e-09,6.366532034007832e-05,3.643320724222576e-06,1.50998130266089e-06,0.0700667202472686,0.0089004440233111,0.0053393268026411,9.932210787155782e-07,1.655723826843314e-05,1.0082766976893256e-07,3.440688487899024e-06,2.203026525648966e-07,8.94258300832007e-06,9.754064933531481e-08,3.886759429860831e-07,5.86859168834053e-05,1.567480580888514e-06,2.6232639811496483e-06,1.174695825056915e-07,0.0002728514955379,8.725179213797674e-06,9.641443466534838e-05,1.9236241044495728e-08,5.77958780922927e-06,1.4400209693121724e-05,1.7889375385493622e-06,0.0683816373348236,0.0365317501127719,0.0221726782619953,1.4396347069123294e-05,2.585388472198247e-07,0.0001348965306533,0.00011743822688,8.490204095323861e-07,3.49284459844057e-06,1.3659189335157862e-07,3.84093787886286e-08
298,1,test,0.0864610522985458,0.0356173291802406,0.0110703809186816,0.0194873362779617,0.0162583217024803,0.0128262005746364,0.0008882826659828,0.0001462150394218,0.0011805065441876,0.0016344734467566,2.991226938320324e-05,0.0107493475079536,0.0086881378665566,0.0158420708030462,0.0018148644594475,0.002682585734874,0.000123364283354,0.0015972085529938,6.78065262036398e-05,0.0053981663659214,0.0001523404789622,1.98927282326622e-05,0.0293551627546548,0.0389504805207252,0.0007761485758237,0.0442338027060031,0.0107385776937007,0.0078103141859173,0.00016399177548,0.0041656317189335,0.0432173237204551,0.0006593000143766,4.651872586691752e-05,5.430229794001207e-05,1.0258356724079931e-06,3.53321447619237e-05,9.152638824616589e-08,4.39017156850241e-07,8.815998739919451e-07,3.6478731999523006e-06,1.48018231005409e-09,3.304237543488853e-05,1.6258597952401033e-06,6.775876215669997e-08,0.0305225867778062,0.0024556936696171,0.0069946064613759,9.725942800287156e-05,0.0003805787710007,6.1788313132638e-07,3.815816307906061e-05,3.11183384837932e-07,1.5305251963582125e-06,2.924881492560872e-08,1.692701943056818e-07,3.2923191611189395e-05,9.492387675891224e-07,2.108310400217306e-05,3.992966313148828e-08,9.729112935019656e-05,1.2185073501314037e-06,1.2499572221713606e-05,4.419167698443971e-09,1.0562003808445295e-05,6.252578714338597e-06,5.636160835820192e-07,0.0869082361459732,0.0058958888985216,0.0043224683031439,9.221435902873054e-06,1.010252077549012e-07,3.7252160836942494e-05,7.617533356096828e-06,3.600229661060439e-07,1.5766896694913155e-06,4.903962235403014e-06,7.60789546916385e-08
