uid,stance,set,distilbert-base-uncased_because,distilbert-base-uncased_for,distilbert-base-uncased_so,bert-base-uncased_because,bert-base-uncased_for,bert-base-uncased_so,bert-large-uncased_because,bert-large-uncased_for,bert-large-uncased_so,roberta-base_because,roberta-base_for,roberta-base_so,xlm-roberta-base_because,xlm-roberta-base_for,xlm-roberta-base_so,roberta-large_because,roberta-large_for,roberta-large_so,xlm-roberta-large_because,xlm-roberta-large_for,xlm-roberta-large_so
24,0,test,0.0627696439623832,0.0018204251537099,0.0016814651899039,0.1739656329154968,0.0078439824283123,0.000121044286061,0.6508619785308838,0.0005099517875351,7.240899867611006e-05,6.935116107342765e-05,9.26784124999358e-08,2.6835286917048502e-06,0.5085558295249939,6.455563834606437e-07,5.734910882893018e-05,0.0002446837315801,1.120943693422305e-06,3.893306711688638e-06,0.6486243605613708,8.281777468255314e-07,5.284708549879724e-06
25,0,test,0.0528008043766021,0.0007595035713165,0.000256938743405,0.0294895973056554,7.67931851441972e-05,4.41709125880152e-05,0.2621437311172485,0.0001840867917053,1.665249692450743e-05,6.991791451582685e-05,4.411385390312717e-08,7.946993719087914e-05,0.0976234450936317,1.2342893569439184e-06,1.0902000212809073e-05,0.0002662102051544,3.88116667693339e-08,3.031321284652222e-06,0.6797691583633423,1.1494044116489024e-07,9.983715244743507e-06
26,0,test,0.1544169336557388,0.0007197591476142,0.0015304029220715,0.419878751039505,0.0004046849207952,5.811528535559773e-05,0.4366230070590973,0.0031325418967753,0.0002029630704782,4.0575614548288286e-05,1.4066299058868026e-07,3.415230821701698e-05,0.4009085893630981,3.814497517851123e-07,5.88840848649852e-05,0.0001155466889031,6.896229365338513e-08,4.160297521593748e-06,0.6240882277488708,1.5089615601482365e-07,1.837937998061534e-05
27,0,test,0.2330108284950256,0.0011525432346388,0.003010865766555,0.0309036448597908,0.0002544975141063,7.00225355103612e-05,0.0152944466099143,5.792856245534495e-05,1.1278227248112673e-05,0.0001704361493466,2.6624857127899304e-06,1.0139217010873836e-05,0.1646421104669571,9.360446142636648e-07,7.30973738427565e-07,0.0001299370778724,1.1928779031222805e-06,1.7751055565895513e-05,0.5384035110473633,9.892380603560014e-07,1.860966040112544e-05
28,0,test,0.8996632099151611,0.000284066889435,0.000314041855745,0.1105767041444778,0.0003596660972107,6.128956556494813e-06,0.2178020179271698,0.000155750720296,2.271754965477157e-05,5.137562038726173e-05,3.0828792851878006e-09,4.2516061512287706e-05,0.5893240571022034,2.2223308349111906e-07,6.671085884590866e-06,0.0002889424795284,4.102230022340336e-08,1.9393737602513283e-05,0.2561874985694885,2.4330333303623775e-07,3.598652619984932e-05
29,0,test,0.1611874848604202,0.0002055185177596,0.0016134007601067,0.0037545368541032,3.5985023714601994e-05,0.0002820149820763,0.0423112101852893,6.698674405924976e-05,0.0021600190084427,4.169938256382011e-05,4.404848539252272e-07,4.187070317129837e-06,0.2068149745464325,2.955277693672542e-07,1.2910975783597678e-05,0.0001661046553635,6.89498108386033e-07,2.420363853161689e-05,0.3441351950168609,8.644636295684904e-07,1.5253673382176205e-06
30,0,test,0.2468228787183761,0.0004337167192716,0.0003098563756793,0.2851113975048065,0.0005152422236278,0.0001152547192759,0.3110465407371521,0.0003380753332749,0.0004223732685204,5.541669816011563e-05,1.6120104362471468e-07,3.344508513691835e-05,0.4363340735435486,5.936406068940414e-07,6.676925113424659e-05,0.0003852431837003,1.591907619058475e-07,2.923708734670072e-06,0.5726954936981201,4.596091969233385e-07,1.6952932128333487e-05
31,1,test,0.3211736679077148,0.0006005099858157,0.0009500214946456,0.225988820195198,0.0001464720844523,0.0001796409633243,0.6714938282966614,0.0002567287883721,0.000471026811283,0.0001031543579301,3.3968309054444035e-08,2.080500780721195e-05,0.5232810974121094,1.792281068446755e-06,1.2244993740750942e-05,0.0002077293465845,8.060003864329701e-08,1.8128350802726343e-06,0.802950382232666,6.199351076929815e-08,2.194475200667512e-05
32,1,test,0.2247080355882644,0.0032819015905261,0.0004071908770129,0.0762446746230125,0.0004490750434342,5.475047510117293e-05,0.1786038130521774,0.0006086414214223,0.0001451313291909,3.870351065415889e-05,2.018679055026951e-07,2.907061389123556e-05,0.4044203758239746,7.948586926431744e-07,3.917763024219312e-05,6.326472794171423e-05,1.7520378037261253e-07,2.3311104087042622e-06,0.3421849608421325,1.231095154707873e-07,1.1265162356721705e-05
33,1,test,0.0865349024534225,0.0009440120193175,0.0001070430080289,0.0459374375641346,0.0018634600564837,4.001480647275457e-06,0.4558356702327728,0.0002840858942363,2.2514966985909268e-05,4.1147701267618686e-05,7.21028712291627e-08,0.0001640942937228,0.2910883724689483,5.094829020890757e-07,1.4137877769826446e-05,8.064162830123678e-05,2.262267173591681e-08,1.8254781025461853e-05,0.5275501608848572,7.605513587805035e-07,7.383803676930256e-06
34,1,test,0.0843234807252883,0.0001803978084353,0.0003215072210878,0.2786416709423065,0.0005002930411137,3.524660496623255e-05,0.7784770131111145,0.0004379425663501,0.0001421114866388,3.826426109299064e-05,7.229512277717731e-08,4.728171916212887e-05,0.2000675797462463,2.1371577076934045e-06,3.3259898373216856e-06,0.0001377089065499,4.3146730632770414e-08,9.75649800238898e-06,0.6300684809684753,1.614346842870873e-07,6.441586720029591e-06
35,1,test,0.441126137971878,0.0046128528192639,0.0005577338160946,0.2421143949031829,0.0019538588821887,9.972498446586542e-06,0.390511691570282,0.0002756770991254,4.37852977483999e-05,2.659501478774473e-05,1.4407275727990054e-07,3.599416913857567e-06,0.2933820188045501,1.3574191370935296e-06,1.3064744962321129e-05,4.085009277332574e-05,9.947467560778025e-08,9.4856486612116e-06,0.6442402005195618,2.385283615069511e-08,1.7650335166763398e-06
36,0,test,0.637445867061615,0.0004399756144266,0.0002603109751362,0.1334306895732879,0.00024829513859,5.4167703638086095e-06,0.1845724284648895,0.0003686104610096,4.327942406234797e-06,0.0001596138754393,1.638544233628636e-07,2.348730959056411e-06,0.3563613593578338,3.635940402091365e-07,2.791840643112664e-06,0.0001554592163302,3.661659206954937e-07,3.129008518953924e-06,0.8087924122810364,1.6295423677092913e-07,1.6995260011754e-05
37,0,test,0.5980133414268494,0.0040123066864907,0.0056975190527737,0.3106689453125,0.0628720745444297,0.0003180337662342,0.3818704485893249,0.0016732268268242,0.0044763111509382,2.393225076957605e-05,1.0450201415324045e-07,3.8396581658162177e-05,0.2908718883991241,1.0232607792204362e-06,1.528824031993281e-05,6.745282735209912e-05,6.650380868222784e-08,4.996486677555368e-05,0.5706364512443542,1.4962411398755648e-07,1.9436431102803908e-05
38,1,test,0.197440817952156,0.0009801902342587,0.0022896523587405,0.4357719421386719,0.0007541144732385,8.56936167110689e-05,0.4892464578151703,0.0006798226386308,0.0003314328496344,1.1839885701192545e-05,6.886708803222066e-08,1.6164271073648706e-05,0.255711942911148,2.2485323825094383e-06,4.165988684690092e-06,0.000160517549375,7.366700316424615e-08,9.070592568605209e-06,0.5007166266441345,1.217394753894041e-07,5.1443767006276175e-06
39,0,test,0.0286772549152374,0.0005985797615721,0.0005160873988643,0.1416526734828949,0.0005785836256109,3.636530163930729e-05,0.0526715628802776,0.0002089874469675,0.0003305556019768,4.780085873790085e-05,2.3591969267044988e-08,5.1678773161256686e-05,0.0644429177045822,9.992021432481124e-07,5.905840589548461e-05,0.0001240032725036,6.817577968831756e-08,1.1800324273281149e-06,0.4860400557518005,2.0665839883804446e-07,3.148449832224287e-05
40,1,test,0.0801327601075172,0.0001850132684921,8.20747300167568e-05,0.2753535807132721,0.000117271883937,1.1660007658065297e-05,0.3880803287029266,7.185684808064252e-05,3.2036565244197845e-05,0.0001117741048801,3.205524023996986e-08,6.2350104599318e-06,0.312762588262558,1.60205661359214e-06,2.26672909775516e-05,0.0003346395678818,5.510363010330367e-08,6.695901902276091e-06,0.7999931573867798,3.121392637694953e-07,5.472721386468038e-05
41,1,test,0.1454247236251831,0.0004916472244076,0.000746838224586,0.5955990552902222,0.0006375752855092,0.0001813042908906,0.7802338600158691,0.0002028390445047,0.0002238093002233,7.138824730645865e-05,5.156597282507393e-08,9.955150017049164e-05,0.3962098062038421,8.759877232478175e-07,3.084958288823713e-09,0.000262295914581,1.3404309129327885e-07,3.763271706702653e-06,0.5895647406578064,1.9918644511562889e-07,2.0616905658243923e-06
42,0,test,0.1955079883337021,0.0005840871599502,0.0006370033952407,0.1512015610933303,0.0001410478143952,0.0001832245325203,0.4519652426242828,0.000333694886649,0.0013568460708484,6.175914313644171e-05,6.525444717908614e-08,1.1583576451812403e-05,0.2909933030605316,4.256570491634193e-07,1.7418697098037228e-05,0.0001844607904786,2.531153882046056e-07,5.888530722586438e-06,0.7526776194572449,1.1366689278702324e-07,4.728604108095169e-05
43,1,test,0.2272106409072876,0.0012454704847186,0.0004565930867101,0.0139375673606991,0.0002149534266209,2.581372609711252e-05,0.0365955345332622,0.000202390976483,1.167640493804356e-05,2.2604965579375857e-06,8.445287136282786e-09,4.1154646169161424e-05,0.219493567943573,5.838838319505157e-07,2.2338077542372048e-05,2.444640449539293e-05,6.28515550715747e-08,2.783395302685676e-06,0.3890843987464905,4.0795018207973044e-07,3.907562495442107e-05
44,0,test,0.3542230427265167,0.0023004515096545,0.0012011823710054,0.1533592492341995,0.0013843144988641,0.0003590947308111,0.2336485981941223,0.0013624754501506,8.74301913427189e-05,5.2862964366795495e-05,7.874924534689853e-08,8.737983080209233e-06,0.3454878628253937,1.1586896562221227e-06,1.625714503461495e-05,8.616063860245049e-05,1.088028867002322e-07,1.525996412965469e-05,0.4555562734603882,3.367107979102002e-07,2.4504340672137914e-06
45,0,test,0.1081710904836654,0.0005312045104801,0.0003362238348927,0.0013461465714499,5.476570549944881e-06,4.988406544725876e-06,0.0304267555475235,5.245024658506736e-05,2.666280579433078e-06,6.886038318043575e-05,1.743799629139176e-07,7.234912573039763e-06,0.2429165244102478,3.180633029842284e-06,4.259197794453939e-06,0.0001468792761443,1.351859424403301e-07,4.888162948191166e-06,0.3827556371688843,4.014523824480421e-07,1.1294901923974976e-05
46,0,test,0.2064447999000549,0.000944813946262,0.0006347216549329,0.149613082408905,0.0007937297341413,0.0002242501213913,0.4854191541671753,0.0011874698102474,0.0004352662945166,7.019780605332926e-05,2.6069025693686854e-07,1.3405046672687604e-07,0.187715083360672,9.097565225602012e-07,3.606496647989843e-06,0.0001178880920633,1.6729322283026704e-07,1.660532689129468e-06,0.5335164070129395,4.098628210158495e-07,1.109937784349313e-06
47,0,test,0.5837047100067139,0.0004025198577437,0.0004614201607182,0.2982650697231293,0.0006152637652121,0.0001001402852125,0.4429671466350555,0.0006991480477154,0.0002883815031964,6.495730485767126e-05,7.80741515882255e-08,5.157781288289698e-06,0.3868224322795868,5.617748115582799e-07,2.4328894141945057e-05,0.0001052908482961,9.692360691815338e-08,7.542727416876005e-06,0.7015764713287354,6.81157104054364e-08,5.3903502703178674e-05
48,1,test,0.2162417322397232,0.0007724757888354,0.0003204344538971,0.4783598780632019,0.0006182881188578,3.534312781994231e-05,0.7060540318489075,0.0003348252794239,6.316619692370296e-05,3.151782584609464e-05,3.6731567121250925e-08,2.888978451665025e-05,0.3723713755607605,5.515885845852608e-07,3.179963823640719e-05,0.0001102882015402,2.2160119073078025e-08,7.089100108714774e-06,0.4656130671501159,1.1126358145929772e-07,6.13444899499882e-06
49,0,test,0.3506010770797729,0.0018616473535075,0.0007854558643884,0.1674806028604507,0.001108732423745,4.257298860466108e-05,0.3199274837970733,0.0009171426063403,0.0002849285956472,3.924706834368408e-05,8.966541997779134e-08,2.412006506347097e-05,0.121648870408535,6.514881647490256e-07,4.815363354282454e-06,0.00015115228598,9.416947222007368e-08,5.827485438203439e-06,0.6524329781532288,4.066426129156753e-07,3.2468040444655344e-05
50,0,test,0.2801334857940674,0.0003483480541035,0.000286814145511,0.0760824903845787,0.0002224321360699,0.0001892301079351,0.4023043513298034,0.0003784725849982,0.0008185161859728,0.0001609427272342,3.922842779502389e-07,0.000254739774391,0.3004346787929535,2.7923289280806785e-07,1.106408944906434e-05,7.951629959279671e-05,1.3072546778403193e-07,6.248381396289915e-06,0.6241859197616577,1.8159455805744082e-07,1.96881519514136e-05
51,1,test,0.1510680615901947,0.0024424211587756,8.454746421193704e-05,0.0903045907616615,0.0008207922219298,4.028970579383895e-05,0.0030692659784108,3.365731390658766e-05,0.0005303313955664,6.341833795886487e-05,9.323407113015493e-08,7.148757049435517e-06,0.2522293925285339,1.8347599279877607e-06,5.1688442908925936e-05,0.0001086810443666,2.644277152796804e-08,1.1624385933828307e-06,0.6166896224021912,9.837021508474209e-08,2.866324757633265e-05
52,0,test,0.0107899205759167,4.484527016757056e-05,0.0001940317742992,0.0002052970521617,2.964023678941885e-06,5.246315049589612e-05,0.0002782366354949,1.5672856079618214e-06,1.4919768545951229e-05,3.4066539228660986e-05,5.289228610649843e-08,2.3595619040861493e-06,0.0923588797450065,2.877326778616407e-06,6.120104899309808e-06,9.937855793396012e-05,1.8299695625501045e-07,8.256501132564154e-06,0.3195809125900268,2.506307339444902e-07,7.154732770686678e-07
53,1,test,0.1563589423894882,0.002639397745952,0.0015447280602529,0.1656918078660965,0.0064571574330329,0.0001319518050877,0.2136404067277908,0.0046057822182774,0.0009094578563235,6.145625957287848e-05,3.713348206701994e-08,2.9722008548560552e-05,0.4561337530612945,1.0663609373295913e-06,5.935637545917416e-06,0.0002649270463734,9.853658156089297e-08,3.396265810806653e-06,0.5981870293617249,1.3003604237837862e-07,7.939740498841275e-06
54,1,test,0.3044685423374176,0.0018071802332997,0.0002928756875917,0.0042661922052502,2.6527308364165947e-05,1.0651067896105816e-05,0.0740540847182273,0.0003239283105358,1.7526101146358997e-05,6.649789429502562e-05,1.6931147683862949e-07,2.202716677857097e-05,0.2120021134614944,1.746300540617085e-06,1.3403398043010384e-05,0.0006606046808883,2.0822938040510053e-06,1.178220827569021e-06,0.5589872598648071,2.611921991046984e-05,9.969158782041632e-06
55,1,test,0.0680906251072883,0.0003666039265226,0.0001194470096379,0.0028714498039335,4.692954462370835e-05,1.3106493497616611e-05,0.013920615427196,1.864053774625063e-05,7.940403884276748e-05,4.809932579519227e-05,3.430704680340569e-07,5.42754332855111e-06,0.351645290851593,1.005462422654091e-06,2.446052349114325e-05,4.869203985435888e-05,8.434168563553612e-08,5.310438609740231e-06,0.6118875741958618,1.9575701060148281e-07,1.3029773072048556e-05
56,0,test,0.0858481600880622,0.000333215604769,5.863963451702148e-05,0.3464758694171905,0.0003646292025223,2.4341394237126224e-05,0.3019072115421295,0.0002143907477147,0.0008078619139268,8.14216400613077e-05,4.549518095586792e-08,5.939361017226474e-06,0.243338331580162,9.139952794612328e-07,2.045510882453528e-05,0.0001234144583577,6.969069943352224e-08,1.084164864550985e-06,0.6154114603996277,4.974754119757563e-07,7.169011496444e-06
57,1,test,0.5069389343261719,0.0003406266041565,0.0006597051396965,0.2941271364688873,0.000608671864029,0.0005157872219569,0.5104314684867859,0.0003075576678384,0.0008852547034621,6.476532871602103e-05,7.302955395971368e-08,2.041456127699348e-06,0.3713600635528564,3.215131130218652e-07,1.0175854185945354e-05,0.0002623536274768,2.113889649990597e-07,4.047157290187897e-06,0.725930392742157,6.42758735125426e-08,1.5465686374227516e-05
58,0,test,0.1907978951930999,0.0001412441051797,0.0014727461384609,0.1866989582777023,0.0001898796181194,6.314076745184138e-05,0.0747839659452438,0.0003805372980423,0.0001340484741376,4.561370587907732e-05,2.5576049722531025e-08,5.043756573286373e-06,0.4861089885234833,8.690001891409338e-07,2.18052100535715e-05,5.3890278650214896e-05,1.201705970288458e-07,3.258291144447867e-06,0.4081257283687591,1.8525821587900282e-07,2.1666499378625304e-05
59,0,test,0.1075196042656898,0.0006331927143037,0.0008099309634417,0.0801673308014869,0.0004753281828016,0.0001543804246466,0.2629139721393585,0.0006179565680213,0.0006358897662721,5.188334034755826e-05,1.2457742393223724e-08,1.3667478924617171e-05,0.1521542519330978,6.769736842215934e-07,4.2955267417710274e-05,4.023190922453068e-05,1.2401875970624589e-08,1.2194111604912905e-06,0.6552799344062805,7.65787433465448e-08,1.0054634913103657e-05
60,0,test,0.6405805349349976,0.0004429641121532,0.000172722080606,0.4040199518203735,0.0012043754104524,0.0003273958864156,0.4363025724887848,0.0005437689833343,0.0042354557663202,0.0001122430694522,6.379040229376187e-08,3.789461288761231e-06,0.4219394326210022,1.0824415994648009e-06,9.460603178013116e-05,6.553437560796738e-05,2.8829706621991136e-08,3.940608621633146e-06,0.7158726453781128,8.310101407005278e-08,2.039903665718157e-05
